BESTSOFAR,JobShop,tail22,,1511,,,,1618,,,,
BESTSOFAR,JobShop,tail23,,1472,,,,1563,,,,
BESTSOFAR,JobShop,tail24,,1594,,,,1659,,,,
BESTSOFAR,JobShop,tail25,,1496,,,,1598,,,,
BESTSOFAR,JobShop,tail26,,1539,,,,1655,,,,
BESTSOFAR,JobShop,tail27,,1616,,,,1697,,,,
BESTSOFAR,JobShop,tail28,,1591,,,,1615,,,,
BESTSOFAR,JobShop,tail29,,1514,,,,1629,,,,
BESTSOFAR,JobShop,tail30,,1468,,,,1612,,,,
BESTSOFAR,JobShop,tail31,,1764,,,,1766,,,,
BESTSOFAR,JobShop,tail32,,1774,,,,1810,,,,
BESTSOFAR,JobShop,tail33,,1778,,,,1796,,,,
BESTSOFAR,JobShop,tail34,,1828,,,,1836,,,,
BESTSOFAR,JobShop,tail35,,2007,,,,2007,,,,
BESTSOFAR,JobShop,tail36,,1819,,,,1826,,,,
BESTSOFAR,JobShop,tail37,,1771,,,,1787,,,,
BESTSOFAR,JobShop,tail38,,1673,,,,1681,,,,
BESTSOFAR,JobShop,tail39,,1795,,,,1806,,,,
BESTSOFAR,JobShop,tail40,,1631,,,,1695,,,,
BESTSOFAR,JobShop,tail41,,1859,,,,2026,,,,
BESTSOFAR,JobShop,tail42,,1867,,,,1974,,,,
BESTSOFAR,JobShop,tail43,,1809,,,,1886,,,,
BESTSOFAR,JobShop,tail44,,1927,,,,2021,,,,
BESTSOFAR,JobShop,tail45,,1997,,,,2027,,,,
BESTSOFAR,JobShop,tail46,,1940,,,,2051,,,,
BESTSOFAR,JobShop,tail47,,1789,,,,1934,,,,
BESTSOFAR,JobShop,tail48,,1912,,,,1986,,,,
BESTSOFAR,JobShop,tail49,,1905,,,,2013,,,,
BESTSOFAR,JobShop,tail50,,1807,,,,1967,,,,
BESTSOFAR,JobShop,tail51,,2760,,,,2760,,,,
BESTSOFAR,JobShop,tail52,,2756,,,,2756,,,,
BESTSOFAR,JobShop,tail53,,2717,,,,2717,,,,
BESTSOFAR,JobShop,tail54,,2839,,,,2839,,,,
BESTSOFAR,JobShop,tail55,,2679,,,,2679,,,,
BESTSOFAR,JobShop,tail56,,2781,,,,2781,,,,
BESTSOFAR,JobShop,tail57,,2943,,,,2943,,,,
BESTSOFAR,JobShop,tail58,,2885,,,,2885,,,,
BESTSOFAR,JobShop,tail59,,2655,,,,2655,,,,
BESTSOFAR,JobShop,tail60,,2723,,,,2723,,,,
BESTSOFAR,JobShop,tail61,,2868,,,,2868,,,,
BESTSOFAR,JobShop,tail62,,2869,,,,2900,,,,
BESTSOFAR,JobShop,tail63,,2755,,,,2755,,,,
BESTSOFAR,JobShop,tail64,,2702,,,,2702,,,,
BESTSOFAR,JobShop,tail65,,2725,,,,2725,,,,
BESTSOFAR,JobShop,tail66,,2845,,,,2845,,,,
BESTSOFAR,JobShop,tail67,,2825,,,,2826,,,,
BESTSOFAR,JobShop,tail68,,2784,,,,2784,,,,
BESTSOFAR,JobShop,tail69,,3071,,,,3071,,,,
BESTSOFAR,JobShop,tail70,,2995,,,,2995,,,,
BESTSOFAR,JobShop,tail71,,5464,,,,5464,,,,
BESTSOFAR,JobShop,tail72,,5181,,,,5181,,,,
BESTSOFAR,JobShop,tail73,,5568,,,,5568,,,,
BESTSOFAR,JobShop,tail74,,5339,,,,5339,,,,
BESTSOFAR,JobShop,tail75,,5392,,,,5392,,,,
BESTSOFAR,JobShop,tail76,,5342,,,,5342,,,,
BESTSOFAR,JobShop,tail77,,5436,,,,5436,,,,
BESTSOFAR,JobShop,tail78,,5394,,,,5394,,,,
BESTSOFAR,JobShop,tail79,,5358,,,,5358,,,,
BESTSOFAR,JobShop,tail80,,5183,,,,5183,,,,

BESTSOFAR,JobShop,yam1,,820,,,,888,,,,
BESTSOFAR,JobShop,yam2,,860,,,,912,,,,
BESTSOFAR,JobShop,yam3,,827,,,,898,,,,
BESTSOFAR,JobShop,yam4,,918,,,,977,,,,
