  <"M03", "Exit", 96>,
  <"M03", "M01", 49>,
  <"M03", "M02", 25>,
  <"M03", "M03", 0>,
  <"M03", "M04", 25>,
  <"M03", "M05", 48>,
  <"M03", "M06", 73>,
  <"M03", "M07", 96>,
  <"M03", "M08", 120>,
  <"M03", "M09", 144>,
  <"M03", "M10", 168>,
  <"M03", "M11", 192>,
  <"M03", "M12", 57>,
  <"M03", "M13", 82>,
  <"M03", "M14", 128>,
  <"M03", "M15", 207>,
  <"M04", "Entry", 97>,
  <"M04", "Exit", 120>,
  <"M04", "M01", 73>,
  <"M04", "M02", 49>,
  <"M04", "M03", 25>,
  <"M04", "M04", 0>,
  <"M04", "M05", 24>,
  <"M04", "M06", 49>,
  <"M04", "M07", 72>,
  <"M04", "M08", 96>,
  <"M04", "M09", 120>,
  <"M04", "M10", 144>,
  <"M04", "M11", 168>,
  <"M04", "M12", 33>,
  <"M04", "M13", 57>,
  <"M04", "M14", 104>,
  <"M04", "M15", 183>,
  <"M05", "Entry", 121>,
  <"M05", "Exit", 144>,
  <"M05", "M01", 97>,
  <"M05", "M02", 73>,
  <"M05", "M03", 48>,
  <"M05", "M04", 24>,
  <"M05", "M05", 0>,
  <"M05", "M06", 25>,
  <"M05", "M07", 48>,
  <"M05", "M08", 72>,
  <"M05", "M09", 96>,
  <"M05", "M10", 120>,
  <"M05", "M11", 144>,
  <"M05", "M12", 22>,
  <"M05", "M13", 34>,
  <"M05", "M14", 80>,
  <"M05", "M15", 159>,
  <"M06", "Entry", 145>,
  <"M06", "Exit", 168>,
  <"M06", "M01", 121>,
  <"M06", "M02", 97>,
  <"M06", "M03", 73>,
  <"M06", "M04", 49>,
  <"M06", "M05", 25>,
  <"M06", "M06", 0>,
  <"M06", "M07", 24>,
  <"M06", "M08", 48>,
  <"M06", "M09", 72>,
  <"M06", "M10", 96>,
  <"M06", "M11", 120>,
  <"M06", "M12", 46>,
  <"M06", "M13", 22>,
  <"M06", "M14", 56>,
  <"M06", "M15", 135>,
  <"M07", "Entry", 169>,
  <"M07", "Exit", 192>,
  <"M07", "M01", 144>,
  <"M07", "M02", 120>,
  <"M07", "M03", 96>,
  <"M07", "M04", 72>,
  <"M07", "M05", 48>,
  <"M07", "M06", 24>,
  <"M07", "M07", 0>,
  <"M07", "M08", 25>,
  <"M07", "M09", 48>,
  <"M07", "M10", 72>,
  <"M07", "M11", 96>,
  <"M07", "M12", 70>,
  <"M07", "M13", 46>,
  <"M07", "M14", 32>,
  <"M07", "M15", 112>,
  <"M08", "Entry", 193>,
  <"M08", "Exit", 216>,
  <"M08", "M01", 168>,
  <"M08", "M02", 144>,
  <"M08", "M03", 120>,
  <"M08", "M04", 96>,
  <"M08", "M05", 72>,
  <"M08", "M06", 48>,
  <"M08", "M07", 25>,
  <"M08", "M08", 0>,
  <"M08", "M09", 24>,
  <"M08", "M10", 48>,
  <"M08", "M11", 72>,
  <"M08", "M12", 93>,
  <"M08", "M13", 69>,
  <"M08", "M14", 23>,
  <"M08", "M15", 88>,
  <"M09", "Entry", 217>,
  <"M09", "Exit", 240>,
  <"M09", "M01", 192>,
  <"M09", "M02", 168>,
  <"M09", "M03", 144>,
  <"M09", "M04", 120>,
  <"M09", "M05", 96>,
  <"M09", "M06", 72>,
  <"M09", "M07", 48>,
  <"M09", "M08", 24>,
  <"M09", "M09", 0>,
  <"M09", "M10", 24>,
  <"M09", "M11", 48>,
  <"M09", "M12", 117>,
  <"M09", "M13", 93>,
  <"M09", "M14", 47>,
  <"M09", "M15", 64>,
  <"M10", "Entry", 241>,
  <"M10", "Exit", 264>,
  <"M10", "M01", 216>,
  <"M10", "M02", 192>,
  <"M10", "M03", 168>,
  <"M10", "M04", 144>,
  <"M10", "M05", 120>,
  <"M10", "M06", 96>,
  <"M10", "M07", 72>,
  <"M10", "M08", 48>,
  <"M10", "M09", 24>,
  <"M10", "M10", 0>,
  <"M10", "M11", 24>,
  <"M10", "M12", 141>,
  <"M10", "M13", 117>,
  <"M10", "M14", 71>,
  <"M10", "M15", 40>,
  <"M11", "Entry", 265>,
  <"M11", "Exit", 288>,
  <"M11", "M01", 240>,
  <"M11", "M02", 216>,
  <"M11", "M03", 192>,
  <"M11", "M04", 168>,
  <"M11", "M05", 144>,
  <"M11", "M06", 120>,
  <"M11", "M07", 96>,
  <"M11", "M08", 72>,
  <"M11", "M09", 48>,
  <"M11", "M10", 24>,
  <"M11", "M11", 0>,
  <"M11", "M12", 165>,
  <"M11", "M13", 141>,
  <"M11", "M14", 95>,
  <"M11", "M15", 16>,
  <"M12", "Entry", 130>,
  <"M12", "Exit", 123>,
  <"M12", "M01", 105>,
  <"M12", "M02", 81>,
  <"M12", "M03", 57>,
  <"M12", "M04", 33>,
  <"M12", "M05", 22>,
  <"M12", "M06", 46>,
  <"M12", "M07", 70>,
  <"M12", "M08", 93>,
  <"M12", "M09", 117>,
  <"M12", "M10", 141>,
  <"M12", "M11", 165>,
  <"M12", "M12", 0>,
  <"M12", "M13", 25>,
  <"M12", "M14", 71>,
  <"M12", "M15", 151>,
  <"M13", "Entry", 154>,
  <"M13", "Exit", 147>,
  <"M13", "M01", 130>,
  <"M13", "M02", 106>,
  <"M13", "M03", 82>,
  <"M13", "M04", 57>,
  <"M13", "M05", 34>,
  <"M13", "M06", 22>,
  <"M13", "M07", 46>,
  <"M13", "M08", 69>,
  <"M13", "M09", 93>,
  <"M13", "M10", 117>,
  <"M13", "M11", 141>,
  <"M13", "M12", 25>,
  <"M13", "M13", 0>,
  <"M13", "M14", 47>,
  <"M13", "M15", 127>,
  <"M14", "Entry", 200>,
  <"M14", "Exit", 193>,
  <"M14", "M01", 176>,
  <"M14", "M02", 152>,
  <"M14", "M03", 128>,
  <"M14", "M04", 104>,
  <"M14", "M05", 80>,
  <"M14", "M06", 56>,
  <"M14", "M07", 32>,
  <"M14", "M08", 23>,
  <"M14", "M09", 47>,
  <"M14", "M10", 71>,
  <"M14", "M11", 95>,
  <"M14", "M12", 71>,
  <"M14", "M13", 47>,
  <"M14", "M14", 0>,
  <"M14", "M15", 80>,
  <"M15", "Entry", 280>,
  <"M15", "Exit", 273>,
  <"M15", "M01", 256>,
  <"M15", "M02", 232>,
  <"M15", "M03", 207>,
  <"M15", "M04", 183>,
  <"M15", "M05", 159>,
  <"M15", "M06", 135>,
  <"M15", "M07", 112>,
  <"M15", "M08", 88>,
  <"M15", "M09", 64>,
  <"M15", "M10", 40>,
  <"M15", "M11", 16>,
  <"M15", "M12", 151>,
  <"M15", "M13", 127>,
  <"M15", "M14", 80>,
  <"M15", "M15", 0>,
};

Jobs = {
  <1, "MachineT10", 238, 4181, 0.953766>,
  <2, "MachineT3", 189, 4722, 0.961156>,
  <3, "MachineT4", 1687, 7732, 0.788066>,
  <4, "MachineT5", 605, 5523, 0.821232>,
  <5, "MachineT4", 1502, 5167, 0.821256>,
  <6, "MachineT6", 1577, 6501, 0.254021>,
  <7, "MachineT2", 2147, 8291, 0.804638>,
  <8, "MachineT7", 1997, 7817, 0.583623>,
  <9, "MachineT8", 1396, 7235, 0.154567>,
  <10, "MachineT2", 269, 4889, 0.712559>,
};
