ILOG_CSV_FORMAT,1.1

GENERAL|NAMES,date,time,hostName,CPU,MHz,memory,search,comment,timeLimit,commandLine
GENERAL|KEYS,0,0,0,0,0,0,0,0,0,0
GENERAL,,,,,,,SchedulerLNS,,10,-result RCPSPEarliTardi.csv -search SchedulerLNS -timelimit 10 -scenarii X:\dev\scheduler-papers\mista-2007\scenarii\RCPSPEarliTardi\all.csv

RESULT|NAMES, modeler, instance, modelParams, time, numberOfSolutions, acceptable, lb, ub, completion, objectiveSense, runId
RESULT, RCPSPEarliTardi, mv10_1.75.rcp, , 0.03125, 3, 0, 0, 175, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1018_1.25.rcp, , 0.0625, 3, 0, 0, 380, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1018_1.75.rcp, , 0.03125, 2, 0, 0, 158, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1018_2.25.rcp, , 0.015625, 2, 0, 45, 402, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1019_1.25.rcp, , 0.296875, 6, 0, 848, 1004, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1019_1.75.rcp, , 0.03125, 4, 0, 0, 141, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1019_2.25.rcp, , 0.03125, 2, 0, 0, 214, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1020_1.25.rcp, , 0.015625, 2, 0, 32, 584, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1020_1.75.rcp, , 0.046875, 2, 0, 0, 134, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1020_2.25.rcp, , 0.046875, 3, 0, 0, 299, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1021_1.25.rcp, , 5.625, 7, 0, 18, 781, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1021_1.75.rcp, , 2.09375, 3, 0, 84, 304, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1021_2.25.rcp, , 0.109375, 5, 0, 42, 210, 100, -1, 0
RESULT, RCPSPEarliTardi, mv102_1.25.rcp, , 0.015625, 2, 0, 52, 262, 100, -1, 0
RESULT, RCPSPEarliTardi, mv102_1.75.rcp, , 0.03125, 2, 0, 0, 59, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1022_1.25.rcp, , 5.95313, 6, 0, 140, 1358, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1022_1.75.rcp, , 0.484375, 3, 0, 31, 606, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1022_2.25.rcp, , 0.734375, 5, 0, 0, 335, 100, -1, 0
RESULT, RCPSPEarliTardi, mv102_2.25.rcp, , 0.015625, 2, 0, 0, 80, 100, -1, 0
RESULT, RCPSPEarliTardi, mv10_2.25.rcp, , 0.03125, 3, 0, 0, 99, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1023_1.25.rcp, , 1.78125, 2, 0, 940, 2516, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1023_1.75.rcp, , 0.15625, 5, 0, 149, 734, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1023_2.25.rcp, , 5.76563, 4, 0, 0, 162, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1024_1.25.rcp, , 3.42188, 3, 0, 8, 874, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1024_1.75.rcp, , 1.54688, 6, 0, 0, 481, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1024_2.25.rcp, , 0.140625, 4, 0, 0, 396, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1025_1.25.rcp, , 0.40625, 5, 0, 9, 669, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1025_1.75.rcp, , 0.015625, 2, 0, 0, 224, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1025_2.25.rcp, , 0.0625, 3, 0, 0, 154, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1026_1.25.rcp, , 8.73438, 6, 0, 0, 877, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1026_1.75.rcp, , 2.96875, 4, 0, 0, 405, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1026_2.25.rcp, , 0.078125, 3, 0, 0, 126, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1027_1.25.rcp, , 7.1875, 19, 0, 27, 2179, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1027_1.75.rcp, , 5.0625, 3, 0, 54, 767, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1027_2.25.rcp, , 4.03125, 10, 0, 27, 575, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1028_1.25.rcp, , 7.40625, 20, 0, 368, 3948, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1028_1.75.rcp, , 7.84375, 19, 0, 0, 945, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1028_2.25.rcp, , 4.46875, 13, 0, 54, 672, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1029_1.25.rcp, , 7.15625, 11, 0, 9, 1766, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1029_1.75.rcp, , 3.125, 8, 0, 63, 747, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1029_2.25.rcp, , 5.0625, 13, 0, 0, 364, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1030_1.25.rcp, , 0.390625, 2, 0, 498, 994, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1030_1.75.rcp, , 0.03125, 2, 0, 64, 227, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1030_2.25.rcp, , 0.046875, 2, 0, 0, 239, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1031_1.25.rcp, , 0.734375, 4, 0, 27, 831, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1031_1.75.rcp, , 0.359375, 4, 0, 54, 317, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1031_2.25.rcp, , 0.09375, 5, 0, 0, 95, 100, -1, 0
RESULT, RCPSPEarliTardi, mv103_1.25.rcp, , 0.015625, 3, 0, 12, 376, 100, -1, 0
RESULT, RCPSPEarliTardi, mv103_1.75.rcp, , 0.015625, 4, 0, 0, 313, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1032_1.25.rcp, , 0.46875, 10, 0, 18, 853, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1032_1.75.rcp, , 0.1875, 7, 0, 0, 275, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1032_2.25.rcp, , 1.35938, 7, 0, 0, 349, 100, -1, 0
RESULT, RCPSPEarliTardi, mv103_2.25.rcp, , 0.03125, 5, 0, 0, 129, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1033_1.25.rcp, , 0.1875, 4, 0, 1, 458, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1033_1.75.rcp, , 0.046875, 2, 0, 0, 397, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1033_2.25.rcp, , 0.046875, 4, 0, 0, 326, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1034_1.25.rcp, , 0.171875, 5, 0, 433, 989, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1034_1.75.rcp, , 0.03125, 2, 0, 0, 219, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1034_2.25.rcp, , 0, 2, 0, 0, 221, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1035_1.25.rcp, , 5.25, 5, 0, 27, 1184, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1035_1.75.rcp, , 1.01563, 9, 0, 0, 426, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1035_2.25.rcp, , 0.609375, 5, 0, 36, 171, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1036_1.25.rcp, , 0.234375, 3, 0, 94, 919, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1036_1.75.rcp, , 1.25, 5, 0, 36, 457, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1036_2.25.rcp, , 0.046875, 3, 0, 36, 247, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1037_1.25.rcp, , 6.25, 13, 0, 1182, 3084, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1037_1.75.rcp, , 0.75, 7, 0, 18, 213, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1037_2.25.rcp, , 0.140625, 7, 0, 0, 232, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1038_1.25.rcp, , 0.078125, 3, 0, 0, 485, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1038_1.75.rcp, , 0.03125, 3, 0, 0, 342, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1038_2.25.rcp, , 0.046875, 2, 0, 17, 196, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1039_1.25.rcp, , 0.046875, 2, 0, 117, 417, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1039_1.75.rcp, , 0.03125, 4, 0, 232, 420, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1039_2.25.rcp, , 0.015625, 2, 0, 0, 94, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1040_1.25.rcp, , 0.578125, 4, 0, 0, 612, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1040_1.75.rcp, , 0.265625, 3, 0, 0, 394, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1040_2.25.rcp, , 2.67188, 10, 0, 27, 181, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1041_1.25.rcp, , 0.015625, 2, 0, 43, 1015, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1041_1.75.rcp, , 0.046875, 2, 0, 54, 106, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1041_2.25.rcp, , 0.03125, 2, 0, 0, 238, 100, -1, 0
RESULT, RCPSPEarliTardi, mv104_1.25.rcp, , 0.03125, 3, 0, 99, 436, 100, -1, 0
RESULT, RCPSPEarliTardi, mv104_1.75.rcp, , 0, 1, 0, 45, 199, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1042_1.25.rcp, , 0.125, 4, 0, 0, 246, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1042_1.75.rcp, , 0.109375, 4, 0, 0, 175, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1042_2.25.rcp, , 0.03125, 2, 0, 0, 114, 100, -1, 0
RESULT, RCPSPEarliTardi, mv104_2.25.rcp, , 0.015625, 1, 0, 9, 57, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1043_1.25.rcp, , 0.4375, 4, 0, 0, 413, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1043_1.75.rcp, , 0.03125, 3, 0, 0, 128, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1043_2.25.rcp, , 0.046875, 3, 0, 0, 130, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1044_1.25.rcp, , 0.578125, 5, 0, 0, 661, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1044_1.75.rcp, , 0.046875, 3, 0, 0, 164, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1044_2.25.rcp, , 0.21875, 6, 0, 0, 147, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1045_1.25.rcp, , 2.75, 4, 0, 261, 565, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1045_1.75.rcp, , 0.03125, 3, 0, 0, 220, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1045_2.25.rcp, , 0.046875, 3, 0, 0, 240, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1046_1.25.rcp, , 0.203125, 4, 0, 373, 871, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1046_1.75.rcp, , 0.09375, 3, 0, 70, 312, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1046_2.25.rcp, , 0.21875, 4, 0, 94, 222, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1047_1.25.rcp, , 1.125, 5, 0, 0, 445, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1047_1.75.rcp, , 0.0625, 4, 0, 0, 517, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1047_2.25.rcp, , 4.42188, 5, 0, 0, 264, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1048_1.25.rcp, , 0.078125, 3, 0, 37, 311, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1048_1.75.rcp, , 0.0625, 3, 0, 7, 210, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1048_2.25.rcp, , 0.03125, 2, 0, 0, 204, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1049_1.25.rcp, , 0.078125, 4, 0, 311, 590, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1049_1.75.rcp, , 0.046875, 3, 0, 0, 135, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1049_2.25.rcp, , 0.09375, 4, 0, 0, 247, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1050_1.25.rcp, , 0.125, 3, 0, 76, 526, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1050_1.75.rcp, , 0.25, 4, 0, 9, 258, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1050_2.25.rcp, , 0.046875, 3, 0, 0, 119, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1051_1.25.rcp, , 6.95313, 6, 0, 0, 2357, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1051_1.75.rcp, , 1.40625, 5, 0, 36, 1172, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1051_2.25.rcp, , 0.375, 4, 0, 0, 560, 100, -1, 0
RESULT, RCPSPEarliTardi, mv105_1.25.rcp, , 0.015625, 2, 0, 20, 284, 100, -1, 0
RESULT, RCPSPEarliTardi, mv105_1.75.rcp, , 0.015625, 3, 0, 59, 301, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1052_1.25.rcp, , 0.515625, 7, 0, 27, 739, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1052_1.75.rcp, , 0.15625, 3, 0, 0, 244, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1052_2.25.rcp, , 0.046875, 3, 0, 18, 272, 100, -1, 0
RESULT, RCPSPEarliTardi, mv105_2.25.rcp, , 0.015625, 1, 0, 54, 128, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1053_1.25.rcp, , 0.015625, 1, 0, 23, 687, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1053_1.75.rcp, , 0.0625, 3, 0, 0, 173, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1053_2.25.rcp, , 0.046875, 3, 0, 0, 270, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1054_1.25.rcp, , 5.46875, 7, 0, 0, 2251, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1054_1.75.rcp, , 6.79688, 10, 0, 36, 523, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1054_2.25.rcp, , 2.875, 14, 0, 0, 497, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1055_1.25.rcp, , 9.29688, 9, 0, 549, 3321, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1055_1.75.rcp, , 6.5, 9, 0, 80, 1712, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1055_2.25.rcp, , 3.125, 3, 0, 73, 560, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1056_1.25.rcp, , 0.53125, 5, 0, 565, 1049, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1056_1.75.rcp, , 0.34375, 5, 0, 0, 275, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1056_2.25.rcp, , 0.078125, 3, 0, 0, 264, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1057_1.25.rcp, , 2.78125, 3, 0, 269, 1299, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1057_1.75.rcp, , 0.046875, 3, 0, 0, 255, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1057_2.25.rcp, , 0.03125, 3, 0, 0, 188, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1058_1.25.rcp, , 0.09375, 3, 0, 33, 1004, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1058_1.75.rcp, , 0.015625, 1, 0, 0, 359, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1058_2.25.rcp, , 0.15625, 3, 0, 0, 179, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1059_1.25.rcp, , 6.85938, 15, 0, 414, 3332, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1059_1.75.rcp, , 3.51563, 5, 0, 0, 555, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1059_2.25.rcp, , 0.5, 4, 0, 0, 700, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1060_1.25.rcp, , 5.98438, 10, 0, 726, 3798, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1060_1.75.rcp, , 0.140625, 4, 0, 0, 369, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1060_2.25.rcp, , 0.0625, 3, 0, 0, 111, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1061_1.25.rcp, , 6.03125, 12, 0, 0, 2202, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1061_1.75.rcp, , 0.21875, 3, 0, 72, 692, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1061_2.25.rcp, , 0.09375, 2, 0, 0, 275, 100, -1, 0
RESULT, RCPSPEarliTardi, mv106_1.25.rcp, , 0.015625, 3, 0, 0, 128, 100, -1, 0
RESULT, RCPSPEarliTardi, mv106_1.75.rcp, , 0.09375, 4, 0, 0, 101, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1062_1.25.rcp, , 6.23438, 3, 0, 26, 949, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1062_1.75.rcp, , 1.15625, 7, 0, 34, 374, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1062_2.25.rcp, , 0.09375, 4, 0, 9, 105, 100, -1, 0
RESULT, RCPSPEarliTardi, mv106_2.25.rcp, , 0, 2, 0, 0, 84, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1063_1.25.rcp, , 5.84375, 10, 0, 0, 1092, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1063_1.75.rcp, , 2.76563, 5, 0, 0, 408, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1063_2.25.rcp, , 0.40625, 3, 0, 0, 365, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1064_1.25.rcp, , 3.96875, 3, 0, 344, 1407, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1064_1.75.rcp, , 0.328125, 3, 0, 18, 241, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1064_2.25.rcp, , 0.078125, 2, 0, 0, 120, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1065_1.25.rcp, , 3.32813, 6, 0, 82, 1004, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1065_1.75.rcp, , 0.59375, 5, 0, 28, 620, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1065_2.25.rcp, , 0.203125, 4, 0, 0, 262, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1066_1.25.rcp, , 2.21875, 9, 0, 1, 1050, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1066_1.75.rcp, , 0.25, 7, 0, 85, 265, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1066_2.25.rcp, , 0.125, 5, 0, 0, 88, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1067_1.25.rcp, , 9.73438, 20, 0, 30, 2036, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1067_1.75.rcp, , 8.71875, 20, 0, 0, 928, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1067_2.25.rcp, , 2.35938, 8, 0, 9, 283, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1068_1.25.rcp, , 5.23438, 4, 0, 454, 2297, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1068_1.75.rcp, , 0.328125, 3, 0, 0, 504, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1068_2.25.rcp, , 0.09375, 3, 0, 0, 252, 100, -1, 0
RESULT, RCPSPEarliTardi, mv1069_1.25.rcp, , 0.90625, 2, 0, 53, 825, 100, -1, 0
