# INSTANCE: InstancesTDTSP/NewTWinstances/inst_100_11_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
* 58.629 46236 -1
* 58.729 46107 -1
* 58.757 46103 -1
* 58.761 46100 -1
* 58.763 46097 -1
* 58.779 46071 -1
* 58.786 46057 -1
* 58.793 45984 -1
* 58.8 45922 -1
* 58.804 45919 -1
* 58.807 45887 -1
* 58.809 45882 -1
* 58.812 45850 -1
* 58.825 45817 -1
* 59.12 45686 -1
* 59.122 45654 -1
* 59.135 45649 -1
* 59.141 45567 -1
* 60.375 45436 -1
* 60.424 45428 -1
* 60.679 45394 -1
* 61.14 45318 -1
* 61.386 45317 -1
* 61.549 45062 -1
* 61.563 45061 -1
* 61.59 45034 -1
* 61.634 45002 -1
* 61.686 44985 -1
* 61.744 44976 -1
* 61.815 44958 -1
* 61.876 44952 -1
* 61.968 44913 -1
* 61.994 44878 -1
* 62.245 44876 -1
* 62.316 44825 -1
* 62.318 44805 -1
* 62.528 44803 -1
* 64.7 44779 -1
* 64.755 44772 -1
* 64.757 44738 -1
* 64.879 44691 -1
* 64.917 44686 -1
* 65.009 44684 -1
* 65.027 44674 -1
* 65.858 44628 -1
* 65.919 44585 -1
* 66.2 44488 -1
* 66.387 44328 -1
* 66.537 44287 -1
* 66.704 44280 -1
* 66.767 44237 -1
* 66.822 44206 -1
* 66.87 44195 -1
* 66.962 44191 -1
* 67.057 44182 -1
* 67.129 44155 -1
* 67.158 44093 -1
* 67.415 44053 -1
* 67.456 44028 -1
* 67.461 44025 -1
* 67.55 44015 -1
* 67.686 44005 -1
* 67.69 43982 -1
* 67.695 43940 -1
* 67.72 43896 -1
* 67.725 43876 -1
* 67.778 43835 -1
* 67.782 43827 -1
* 67.787 43818 -1
* 67.794 43698 -1
* 67.821 43678 -1
* 67.827 43647 -1
* 67.887 43644 -1
* 67.92 43622 -1
* 67.927 43551 -1
* 67.957 43489 -1
* 67.988 43460 -1
* 68.022 43450 -1
* 68.404 43203 -1
* 68.436 43117 -1
* 68.495 42712 -1
* 69.026 42584 -1
* 69.04 42533 -1
* 69.052 42520 -1
* 69.118 42486 -1
* 69.469 42478 -1
* 69.718 42438 -1
* 70.873 42428 -1
* 70.901 42383 -1
* 71.048 42360 -1
* 71.125 42299 -1
* 73.467 42294 -1
* 73.78 42282 -1
* 73.785 42245 -1
* 73.949 42231 -1
* 73.954 42194 -1
* 74.355 42111 -1
* 74.552 42098 -1
* 74.773 42071 -1
* 75.554 41998 -1
* 75.799 41963 -1
* 76.433 41949 -1
* 76.577 41934 -1
* 85.223 41917 -1
* 88.371 41876 -1
* 107.073 41871 -1
* 108.449 41845 -1
* 109.541 41825 -1
* 109.559 41788 -1
* 109.635 41728 -1
* 109.732 41707 -1
* 207.139 41677 -1
* 207.408 41672 -1
* 207.539 41619 -1
* 208.018 41607 -1
* 208.612 41547 -1
* 208.837 41541 -1
* 209.559 41493 -1
* 211.099 41386 -1
* 211.102 41318 -1
* 212.452 41292 -1
* 212.538 41276 -1
* 213.823 41262 -1
* 231.046 41253 -1
* 231.086 41249 -1
* 256.882 41162 -1
* 256.898 41143 -1
* 258.696 41130 -1
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 41130
# NUMBER OF BRANCHES: 7578864
# END TIME: 300.028
## Solution with TDTSP times: 
100
63 0
53 237
158 488
189 829
155 1029
187 1319
147 1736
32 1997
126 2377
46 2604
123 3177
19 3699
58 4313
231 4552
56 5223
60 5694
125 6011
248 6411
228 7083
51 7668
227 22773
41 22940
100 23507
98 23847
104 24087
