ILOG_CSV_FORMAT,1.1,,,,,,,,,,

GENERAL|NAMES,date,time,hostName,CPU,MHz,memory,search,comment,timeLimit,commandLine,
RESULT, RCPSP, KSD/j120_10_8.rcp, ,0.0400576,2,1,114,114,100,-1,0
RESULT, RCPSP, KSD/j120_10_9.rcp, ,0.0200288,1,1,77,77,100,-1,0
RESULT, RCPSP, KSD/j120_10_10.rcp, ,0.0400576,2,1,66,66,100,-1,0
RESULT, RCPSP, KSD/j120_11_1.rcp, ,255.788,18,0,90,181,100,-1,0
RESULT, RCPSP, KSD/j120_11_2.rcp, ,266.944,16,0,78,167,100,-1,0
RESULT, RCPSP, KSD/j120_11_3.rcp, ,109.107,14,0,93,218,100,-1,0
RESULT, RCPSP, KSD/j120_11_4.rcp, ,54.1378,19,0,96,212,100,-1,0
RESULT, RCPSP, KSD/j120_11_5.rcp, ,148.113,20,0,97,221,100,-1,0
RESULT, RCPSP, KSD/j120_11_6.rcp, ,296.186,19,0,91,224,100,-1,0
RESULT, RCPSP, KSD/j120_11_7.rcp, ,147.562,12,0,82,170,100,-1,0
RESULT, RCPSP, KSD/j120_11_8.rcp, ,280.934,13,0,95,169,100,-1,0
RESULT, RCPSP, KSD/j120_11_9.rcp, ,118.55,8,0,76,182,100,-1,0
RESULT, RCPSP, KSD/j120_11_10.rcp, ,58.7845,10,0,90,191,100,-1,0
RESULT, RCPSP, KSD/j120_12_1.rcp, ,102.167,15,0,94,144,100,-1,0
RESULT, RCPSP, KSD/j120_12_2.rcp, ,250.05,8,0,72,121,100,-1,0
RESULT, RCPSP, KSD/j120_12_3.rcp, ,153.671,13,0,84,140,100,-1,0
RESULT, RCPSP, KSD/j120_12_4.rcp, ,30.1934,8,0,94,131,100,-1,0
RESULT, RCPSP, KSD/j120_12_5.rcp, ,264.05,14,0,98,170,100,-1,0
RESULT, RCPSP, KSD/j120_12_6.rcp, ,288.595,7,0,82,129,100,-1,0
RESULT, RCPSP, KSD/j120_12_7.rcp, ,289.016,8,0,83,123,100,-1,0
RESULT, RCPSP, KSD/j120_12_8.rcp, ,118.981,9,0,72,125,100,-1,0
RESULT, RCPSP, KSD/j120_12_9.rcp, ,153.34,6,0,77,108,100,-1,0
RESULT, RCPSP, KSD/j120_12_10.rcp, ,15.0016,9,0,84,149,100,-1,0
RESULT, RCPSP, KSD/j120_13_1.rcp, ,210.753,7,0,121,131,100,-1,0
RESULT, RCPSP, KSD/j120_13_2.rcp, ,21.3607,5,0,72,90,100,-1,0
RESULT, RCPSP, KSD/j120_13_3.rcp, ,72.5243,9,0,106,122,100,-1,0
RESULT, RCPSP, KSD/j120_13_4.rcp, ,26.2578,5,0,88,117,100,-1,0
RESULT, RCPSP, KSD/j120_13_5.rcp, ,56.4712,6,0,79,94,100,-1,0
RESULT, RCPSP, KSD/j120_13_6.rcp, ,29.7528,5,0,86,103,100,-1,0
RESULT, RCPSP, KSD/j120_13_7.rcp, ,187.129,5,0,105,112,100,-1,0
RESULT, RCPSP, KSD/j120_13_8.rcp, ,141.774,5,0,87,97,100,-1,0
RESULT, RCPSP, KSD/j120_13_9.rcp, ,174.07,7,0,77,87,100,-1,0
RESULT, RCPSP, KSD/j120_13_10.rcp, ,22.8428,4,0,78,96,100,-1,0
RESULT, RCPSP, KSD/j120_14_1.rcp, ,21.591,3,0,81,87,100,-1,0
RESULT, RCPSP, KSD/j120_14_2.rcp, ,37.7242,4,0,86,95,100,-1,0
RESULT, RCPSP, KSD/j120_14_3.rcp, ,155.514,4,1,88,88,100,-1,0
RESULT, RCPSP, KSD/j120_14_4.rcp, ,41.4596,5,0,85,90,100,-1,0
RESULT, RCPSP, KSD/j120_14_5.rcp, ,51.5641,5,0,90,99,100,-1,0
RESULT, RCPSP, KSD/j120_14_6.rcp, ,51.0734,3,1,91,91,100,-1,0
RESULT, RCPSP, KSD/j120_14_7.rcp, ,81.8277,4,0,89,92,100,-1,0
RESULT, RCPSP, KSD/j120_14_8.rcp, ,10.8356,4,0,101,115,100,-1,0
RESULT, RCPSP, KSD/j120_14_9.rcp, ,0.0300432,2,1,101,101,100,-1,0
RESULT, RCPSP, KSD/j120_14_10.rcp, ,45.235,3,0,80,83,100,-1,0
RESULT, RCPSP, KSD/j120_15_1.rcp, ,0.0200288,2,1,81,81,100,-1,0
RESULT, RCPSP, KSD/j120_15_2.rcp, ,0.0300432,2,1,75,75,100,-1,0
RESULT, RCPSP, KSD/j120_15_3.rcp, ,0.0200288,2,1,87,87,100,-1,0
RESULT, RCPSP, KSD/j120_15_4.rcp, ,0.0400576,2,1,82,82,100,-1,0
RESULT, RCPSP, KSD/j120_15_5.rcp, ,0.0300432,2,1,87,87,100,-1,0
RESULT, RCPSP, KSD/j120_15_6.rcp, ,0.0300432,2,1,97,97,100,-1,0
RESULT, RCPSP, KSD/j120_15_7.rcp, ,0.0300432,2,1,75,75,100,-1,0
RESULT, RCPSP, KSD/j120_15_8.rcp, ,0.0200288,2,1,126,126,100,-1,0
RESULT, RCPSP, KSD/j120_15_9.rcp, ,0.0200288,1,1,109,109,100,-1,0
RESULT, RCPSP, KSD/j120_15_10.rcp, ,0.0400576,2,1,91,91,100,-1,0
RESULT, RCPSP, KSD/j120_16_1.rcp, ,185.817,11,0,71,206,100,-1,0
RESULT, RCPSP, KSD/j120_16_2.rcp, ,226.075,18,0,85,245,100,-1,0
RESULT, RCPSP, KSD/j120_16_3.rcp, ,288.745,17,0,97,249,100,-1,0
RESULT, RCPSP, KSD/j120_16_4.rcp, ,141.093,13,0,80,210,100,-1,0
RESULT, RCPSP, KSD/j120_16_5.rcp, ,123.327,11,0,92,208,100,-1,0
RESULT, RCPSP, KSD/j120_16_6.rcp, ,135.515,11,0,79,216,100,-1,0
RESULT, RCPSP, KSD/j120_16_7.rcp, ,207.609,14,0,90,192,100,-1,0
RESULT, RCPSP, KSD/j120_16_8.rcp, ,231.102,10,0,77,206,100,-1,0
RESULT, RCPSP, KSD/j120_16_9.rcp, ,169.173,13,0,88,217,100,-1,0
RESULT, RCPSP, KSD/j120_16_10.rcp, ,278.891,15,0,98,224,100,-1,0
RESULT, RCPSP, KSD/j120_17_1.rcp, ,259.884,7,0,87,145,100,-1,0
RESULT, RCPSP, KSD/j120_17_2.rcp, ,110.028,7,0,74,128,100,-1,0
RESULT, RCPSP, KSD/j120_17_3.rcp, ,11.7168,6,0,72,112,100,-1,0
RESULT, RCPSP, KSD/j120_17_4.rcp, ,44.8345,4,0,91,124,100,-1,0
RESULT, RCPSP, KSD/j120_17_5.rcp, ,144.968,10,0,90,133,100,-1,0
RESULT, RCPSP, KSD/j120_17_6.rcp, ,106.083,7,0,68,141,100,-1,0
RESULT, RCPSP, KSD/j120_17_7.rcp, ,76.5401,7,0,98,152,100,-1,0
RESULT, RCPSP, KSD/j120_17_8.rcp, ,172.168,5,0,73,132,100,-1,0
RESULT, RCPSP, KSD/j120_17_9.rcp, ,116.548,5,0,81,141,100,-1,0
RESULT, RCPSP, KSD/j120_17_10.rcp, ,293.222,9,0,88,140,100,-1,0
RESULT, RCPSP, KSD/j120_18_1.rcp, ,209.661,8,0,101,142,100,-1,0
RESULT, RCPSP, KSD/j120_18_2.rcp, ,76.3398,5,0,111,119,100,-1,0
RESULT, RCPSP, KSD/j120_18_3.rcp, ,32.5168,4,0,72,103,100,-1,0
RESULT, RCPSP, KSD/j120_18_4.rcp, ,120.744,4,0,77,103,100,-1,0
RESULT, RCPSP, KSD/j120_18_5.rcp, ,137.678,6,0,88,121,100,-1,0
RESULT, RCPSP, KSD/j120_18_6.rcp, ,234.978,6,0,108,140,100,-1,0
RESULT, RCPSP, KSD/j120_18_7.rcp, ,140.532,7,0,89,121,100,-1,0
RESULT, RCPSP, KSD/j120_18_8.rcp, ,163.425,4,0,88,108,100,-1,0
RESULT, RCPSP, KSD/j120_18_9.rcp, ,24.9158,4,0,76,94,100,-1,0
RESULT, RCPSP, KSD/j120_18_10.rcp, ,57.7731,3,0,84,100,100,-1,0
RESULT, RCPSP, KSD/j120_19_1.rcp, ,0.0400576,2,1,88,88,100,-1,0
RESULT, RCPSP, KSD/j120_19_2.rcp, ,18.8171,3,0,81,84,100,-1,0
RESULT, RCPSP, KSD/j120_19_3.rcp, ,46.627,3,0,72,87,100,-1,0
RESULT, RCPSP, KSD/j120_19_4.rcp, ,31.956,5,0,92,109,100,-1,0
RESULT, RCPSP, KSD/j120_19_5.rcp, ,91.3213,5,0,85,107,100,-1,0
RESULT, RCPSP, KSD/j120_19_6.rcp, ,292.671,4,0,80,91,100,-1,0
RESULT, RCPSP, KSD/j120_19_7.rcp, ,0.0300432,2,1,93,93,100,-1,0
RESULT, RCPSP, KSD/j120_19_8.rcp, ,163.866,4,0,93,94,100,-1,0
RESULT, RCPSP, KSD/j120_19_9.rcp, ,61.228,4,0,75,90,100,-1,0
RESULT, RCPSP, KSD/j120_19_10.rcp, ,0.0300432,2,1,88,88,100,-1,0
RESULT, RCPSP, KSD/j120_20_1.rcp, ,0.0901296,2,1,89,89,100,-1,0
RESULT, RCPSP, KSD/j120_20_2.rcp, ,0.0600864,2,1,99,99,100,-1,0
RESULT, RCPSP, KSD/j120_20_3.rcp, ,6.03868,2,0,74,79,100,-1,0
RESULT, RCPSP, KSD/j120_20_4.rcp, ,0.0100144,1,1,89,89,100,-1,0
RESULT, RCPSP, KSD/j120_20_5.rcp, ,0.0400576,1,1,69,69,100,-1,0
RESULT, RCPSP, KSD/j120_20_6.rcp, ,0.0200288,1,1,80,80,100,-1,0
RESULT, RCPSP, KSD/j120_20_7.rcp, ,0.0100144,1,1,81,81,100,-1,0
RESULT, RCPSP, KSD/j120_20_8.rcp, ,48.9904,4,0,107,108,100,-1,0
RESULT, RCPSP, KSD/j120_20_9.rcp, ,0.0200288,1,1,80,80,100,-1,0
RESULT, RCPSP, KSD/j120_20_10.rcp, ,0.0300432,2,1,81,81,100,-1,0
RESULT, RCPSP, KSD/j120_21_1.rcp, ,107.104,17,0,98,117,100,-1,0
RESULT, RCPSP, KSD/j120_21_2.rcp, ,27.2892,5,0,87,120,100,-1,0
RESULT, RCPSP, KSD/j120_21_3.rcp, ,6.52939,6,0,111,146,100,-1,0
RESULT, RCPSP, KSD/j120_21_4.rcp, ,77.4814,9,0,111,135,100,-1,0
RESULT, RCPSP, KSD/j120_21_5.rcp, ,31.3451,10,0,95,111,100,-1,0
RESULT, RCPSP, KSD/j120_21_6.rcp, ,83.8205,6,0,97,109,100,-1,0
RESULT, RCPSP, KSD/j120_21_7.rcp, ,17.0746,8,0,79,113,100,-1,0
RESULT, RCPSP, KSD/j120_21_8.rcp, ,16.2634,6,0,121,130,100,-1,0
RESULT, RCPSP, KSD/j120_21_9.rcp, ,24.7957,12,0,86,102,100,-1,0
RESULT, RCPSP, KSD/j120_21_10.rcp, ,10.6954,13,0,87,103,100,-1,0
RESULT, RCPSP, KSD/j120_22_1.rcp, ,23.5038,7,0,83,101,100,-1,0
RESULT, RCPSP, KSD/j120_22_2.rcp, ,0.050072,2,0,104,107,100,-1,0
RESULT, RCPSP, KSD/j120_22_3.rcp, ,94.8063,9,0,83,97,100,-1,0
RESULT, RCPSP, KSD/j120_22_4.rcp, ,12.4579,11,0,79,90,100,-1,0
RESULT, RCPSP, KSD/j120_22_5.rcp, ,113.403,5,1,93,93,100,-1,0
RESULT, RCPSP, KSD/j120_22_6.rcp, ,11.9973,6,0,93,104,100,-1,0
RESULT, RCPSP, KSD/j120_22_7.rcp, ,0.0600864,2,0,124,133,100,-1,0
RESULT, RCPSP, KSD/j120_22_8.rcp, ,7.03011,5,0,93,103,100,-1,0
RESULT, RCPSP, KSD/j120_22_9.rcp, ,10.1947,12,0,91,109,100,-1,0
RESULT, RCPSP, KSD/j120_22_10.rcp, ,6.01865,2,0,71,80,100,-1,0
RESULT, RCPSP, KSD/j120_23_1.rcp, ,0.0200288,2,1,107,107,100,-1,0
RESULT, RCPSP, KSD/j120_23_2.rcp, ,0.0100144,2,1,116,116,100,-1,0
RESULT, RCPSP, KSD/j120_23_3.rcp, ,0.0100144,2,1,99,99,100,-1,0
RESULT, RCPSP, KSD/j120_23_4.rcp, ,0.0300432,2,0,103,106,100,-1,0
RESULT, RCPSP, KSD/j120_23_5.rcp, ,11.2662,3,0,96,99,100,-1,0
RESULT, RCPSP, KSD/j120_23_6.rcp, ,1.47212,2,0,103,106,100,-1,0
RESULT, RCPSP, KSD/j120_23_7.rcp, ,0.0200288,2,1,104,104,100,-1,0
RESULT, RCPSP, KSD/j120_23_8.rcp, ,0.0400576,2,0,100,101,100,-1,0
RESULT, RCPSP, KSD/j120_23_9.rcp, ,7.3706,4,0,105,107,100,-1,0
RESULT, RCPSP, KSD/j120_23_10.rcp, ,0.0200288,2,1,100,100,100,-1,0
RESULT, RCPSP, KSD/j120_24_1.rcp, ,0.0300432,2,0,92,93,100,-1,0
RESULT, RCPSP, KSD/j120_24_2.rcp, ,0.0100144,2,1,91,91,100,-1,0
RESULT, RCPSP, KSD/j120_24_3.rcp, ,0.0200288,2,1,89,89,100,-1,0
RESULT, RCPSP, KSD/j120_24_4.rcp, ,0.0100144,2,1,101,101,100,-1,0
RESULT, RCPSP, KSD/j120_24_5.rcp, ,0.0200288,1,1,86,86,100,-1,0
RESULT, RCPSP, KSD/j120_24_6.rcp, ,0.0300432,2,1,95,95,100,-1,0
RESULT, RCPSP, KSD/j120_24_7.rcp, ,0.0801152,2,0,109,112,100,-1,0
RESULT, RCPSP, KSD/j120_24_8.rcp, ,0.0200288,2,1,104,104,100,-1,0
RESULT, RCPSP, KSD/j120_24_9.rcp, ,6.3992,5,0,76,82,100,-1,0
RESULT, RCPSP, KSD/j120_24_10.rcp, ,0.0300432,2,1,91,91,100,-1,0
RESULT, RCPSP, KSD/j120_25_1.rcp, ,0.0200288,2,1,82,82,100,-1,0
RESULT, RCPSP, KSD/j120_25_2.rcp, ,0.0400576,2,1,108,108,100,-1,0
RESULT, RCPSP, KSD/j120_25_3.rcp, ,0.0200288,1,1,100,100,100,-1,0
RESULT, RCPSP, KSD/j120_25_4.rcp, ,0.0200288,1,1,117,117,100,-1,0
RESULT, RCPSP, KSD/j120_25_5.rcp, ,0.0300432,1,1,100,100,100,-1,0
RESULT, RCPSP, KSD/j120_25_6.rcp, ,0.0901296,2,0,91,92,100,-1,0
RESULT, RCPSP, KSD/j120_25_7.rcp, ,2.1531,2,0,91,92,100,-1,0
RESULT, RCPSP, KSD/j120_25_8.rcp, ,0.0400576,2,0,76,80,100,-1,0
RESULT, RCPSP, KSD/j120_25_9.rcp, ,0.0200288,2,1,94,94,100,-1,0
RESULT, RCPSP, KSD/j120_25_10.rcp, ,0.0100144,2,1,92,92,100,-1,0
RESULT, RCPSP, KSD/j120_26_1.rcp, ,184.045,25,0,96,180,100,-1,0
RESULT, RCPSP, KSD/j120_26_2.rcp, ,54.8088,17,0,97,178,100,-1,0
RESULT, RCPSP, KSD/j120_26_3.rcp, ,232.725,22,0,93,176,100,-1,0
RESULT, RCPSP, KSD/j120_26_4.rcp, ,67.9878,20,0,108,178,100,-1,0
RESULT, RCPSP, KSD/j120_26_5.rcp, ,222.83,12,0,81,162,100,-1,0
RESULT, RCPSP, KSD/j120_26_6.rcp, ,250.48,17,0,122,192,100,-1,0
RESULT, RCPSP, KSD/j120_26_7.rcp, ,292.911,23,0,83,168,100,-1,0
RESULT, RCPSP, KSD/j120_26_8.rcp, ,38.7257,21,0,105,181,100,-1,0
RESULT, RCPSP, KSD/j120_26_9.rcp, ,255.908,21,0,124,180,100,-1,0
RESULT, RCPSP, KSD/j120_26_10.rcp, ,184.676,14,0,122,198,100,-1,0
RESULT, RCPSP, KSD/j120_27_1.rcp, ,273.443,6,0,77,111,100,-1,0
RESULT, RCPSP, KSD/j120_27_2.rcp, ,121.575,15,0,87,120,100,-1,0
RESULT, RCPSP, KSD/j120_27_3.rcp, ,266.764,10,0,98,147,100,-1,0
RESULT, RCPSP, KSD/j120_27_4.rcp, ,42.7515,7,0,85,111,100,-1,0
RESULT, RCPSP, KSD/j120_27_5.rcp, ,83.9507,8,0,89,116,100,-1,0
RESULT, RCPSP, KSD/j120_27_6.rcp, ,167.591,16,0,97,150,100,-1,0
RESULT, RCPSP, KSD/j120_27_7.rcp, ,130.357,13,0,100,129,100,-1,0
RESULT, RCPSP, KSD/j120_27_8.rcp, ,135.545,13,0,108,147,100,-1,0
RESULT, RCPSP, KSD/j120_27_9.rcp, ,61.8289,9,0,95,134,100,-1,0
RESULT, RCPSP, KSD/j120_27_10.rcp, ,198.776,9,0,105,118,100,-1,0
RESULT, RCPSP, KSD/j120_28_1.rcp, ,116.848,8,0,98,110,100,-1,0
RESULT, RCPSP, KSD/j120_28_2.rcp, ,288.295,7,0,110,111,100,-1,0
RESULT, RCPSP, KSD/j120_28_3.rcp, ,0.050072,2,1,101,101,100,-1,0
RESULT, RCPSP, KSD/j120_28_4.rcp, ,24.8357,12,0,103,114,100,-1,0
RESULT, RCPSP, KSD/j120_28_5.rcp, ,0.0300432,2,1,102,102,100,-1,0
RESULT, RCPSP, KSD/j120_28_6.rcp, ,8.5523,5,1,103,103,100,-1,0
RESULT, RCPSP, KSD/j120_28_7.rcp, ,185.196,10,0,97,111,100,-1,0
RESULT, RCPSP, KSD/j120_28_8.rcp, ,35.3709,8,0,87,104,100,-1,0
RESULT, RCPSP, KSD/j120_28_9.rcp, ,203.503,8,0,93,100,100,-1,0
RESULT, RCPSP, KSD/j120_28_10.rcp, ,47.8188,13,0,109,118,100,-1,0
RESULT, RCPSP, KSD/j120_29_1.rcp, ,0.0200288,2,1,104,104,100,-1,0
RESULT, RCPSP, KSD/j120_29_2.rcp, ,0.0400576,2,1,91,91,100,-1,0
RESULT, RCPSP, KSD/j120_29_3.rcp, ,288.635,7,0,80,99,100,-1,0
RESULT, RCPSP, KSD/j120_29_4.rcp, ,171.707,3,0,77,80,100,-1,0
