ILOG_CSV_FORMAT,1.1,,,,,,,,,,

GENERAL|NAMES,date,time,hostName,CPU,MHz,memory,search,comment,timeLimit,commandLine,
RESULT, QMRCPSP, pwso/qosp32x3/psp64.qmrcp,3 25,0.015625,1,1,-7053,-4065,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp65.qmrcp,3 25,0.015625,1,1,-7350,-4244,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp66.qmrcp,3 25,0.015625,1,1,-8003,-3980,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp67.qmrcp,3 25,0.03125,1,1,-8161,-4649,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp68.qmrcp,3 25,0.03125,1,1,-7703,-3923,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp69.qmrcp,3 25,0.015625,1,1,-7186,-4464,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp70.qmrcp,3 25,0.015625,1,1,-7394,-3844,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp71.qmrcp,3 25,0,1,1,-8021,-4370,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp72.qmrcp,3 25,0.03125,1,1,-5265,-3697,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp73.qmrcp,3 25,0.015625,1,1,-5915,-3534,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp74.qmrcp,3 25,0.03125,1,1,-5571,-3761,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp75.qmrcp,3 25,0.03125,1,1,-5992,-3540,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp76.qmrcp,3 25,0.03125,1,1,-6561,-3300,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp77.qmrcp,3 25,0.015625,1,1,-4593,-3208,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp78.qmrcp,3 25,0.015625,1,1,-7666,-4023,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp79.qmrcp,3 25,0.015625,1,1,-6939,-3211,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp80.qmrcp,3 25,0.03125,1,1,-6207,-3552,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp81.qmrcp,3 25,0.03125,1,1,-6510,-3494,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp82.qmrcp,3 25,0.015625,1,1,-5312,-3336,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp84.qmrcp,3 25,0.03125,1,1,-6343,-3276,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp85.qmrcp,3 25,0.03125,1,1,-5036,-2869,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp86.qmrcp,3 25,0.03125,1,1,-5748,-3701,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp87.qmrcp,3 25,0.03125,1,1,-5289,-3040,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp88.qmrcp,3 25,0.03125,1,1,-5088,-3099,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp89.qmrcp,3 25,0.03125,1,1,-7026,-3415,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp90.qmrcp,3 25,0.015625,1,1,-7509,-4260,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp91.qmrcp,3 25,0.015625,1,1,-7452,-3759,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp92.qmrcp,3 25,0.03125,1,1,-7276,-3578,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp93.qmrcp,3 25,0.03125,1,1,-6798,-4316,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp95.qmrcp,3 25,0.03125,1,1,-8737,-4138,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp96.qmrcp,3 25,0.03125,1,1,-7495,-3601,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp97.qmrcp,3 25,0.03125,1,1,-6015,-3237,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp98.qmrcp,3 25,0.03125,1,1,-6738,-3537,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp99.qmrcp,3 25,0.03125,1,1,-6512,-3241,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp100.qmrcp,3 25,0.015625,1,1,-7078,-3771,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp101.qmrcp,3 25,0.03125,1,1,-7369,-4363,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp102.qmrcp,3 25,0.03125,1,1,-7291,-4957,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp103.qmrcp,3 25,0.015625,1,1,-8366,-4869,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp104.qmrcp,3 25,0.015625,1,1,-6721,-3775,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp105.qmrcp,3 25,0.03125,1,1,-8394,-4706,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp107.qmrcp,3 25,0.03125,1,1,-6275,-3316,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp108.qmrcp,3 25,0.03125,1,1,-6225,-4482,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp109.qmrcp,3 25,0.03125,1,1,-7707,-4079,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp110.qmrcp,3 25,0.015625,1,1,-8436,-4758,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp111.qmrcp,3 25,0.015625,1,1,-7518,-3790,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp112.qmrcp,3 25,0.015625,1,1,-6157,-3053,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp114.qmrcp,3 25,0.015625,1,1,-7169,-4190,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp115.qmrcp,3 25,0.015625,1,1,-7762,-3895,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp116.qmrcp,3 25,0.03125,1,1,-4076,-2988,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp117.qmrcp,3 25,0.015625,1,1,-4724,-3611,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp118.qmrcp,3 25,0.03125,1,1,-8002,-4321,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp119.qmrcp,3 25,0.03125,1,1,-4997,-2862,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp120.qmrcp,3 25,0.03125,1,1,-6523,-3455,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp121.qmrcp,3 25,0.015625,1,1,-3752,-2777,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp122.qmrcp,3 25,0.015625,1,1,-6008,-3283,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp123.qmrcp,3 25,0.03125,1,1,-5065,-3024,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp124.qmrcp,3 25,0.03125,1,1,-5927,-3331,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp125.qmrcp,3 25,0.03125,1,1,-4995,-2829,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp126.qmrcp,3 25,0.03125,1,1,-7216,-3724,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp127.qmrcp,3 25,0.03125,1,1,-6055,-3939,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp128.qmrcp,3 25,0.015625,1,1,-6334,-3134,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp129.qmrcp,3 25,0.03125,1,1,-5415,-3106,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp130.qmrcp,3 25,0.03125,1,1,-6983,-4283,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp131.qmrcp,3 25,0.03125,1,1,-6988,-3674,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp132.qmrcp,3 25,0.03125,1,1,-8004,-3928,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp133.qmrcp,3 25,0.03125,1,1,-6236,-3354,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp134.qmrcp,3 25,0.03125,1,1,-6378,-3562,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp135.qmrcp,3 25,0.03125,1,1,-7499,-3713,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp136.qmrcp,3 25,0.03125,1,1,-7085,-3929,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp137.qmrcp,3 25,0.03125,1,1,-5989,-3441,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp139.qmrcp,3 25,0.03125,1,1,-5367,-3581,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp141.qmrcp,3 25,0.03125,1,1,-7395,-3148,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp142.qmrcp,3 25,0.03125,1,1,-5559,-3599,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp143.qmrcp,3 25,0.03125,1,1,-7671,-3564,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp144.qmrcp,3 25,0.015625,1,1,-6940,-3484,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp145.qmrcp,3 25,0.015625,1,1,-4173,-2987,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp146.qmrcp,3 25,0.03125,1,1,-6172,-3538,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp147.qmrcp,3 25,0.015625,1,1,-5453,-3231,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp148.qmrcp,3 25,0.03125,1,1,-4154,-2781,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp149.qmrcp,3 25,0.03125,1,1,-7187,-3574,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp150.qmrcp,3 25,0.03125,1,1,-6546,-3621,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp151.qmrcp,3 25,0.03125,1,1,-4320,-2825,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp152.qmrcp,3 25,0.03125,1,1,-5644,-2908,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp153.qmrcp,3 25,0.015625,1,1,-6799,-3499,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp154.qmrcp,3 25,0.03125,1,1,-5579,-3099,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp155.qmrcp,3 25,0.015625,1,1,-6855,-3863,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp156.qmrcp,3 25,0.03125,1,1,-5876,-2978,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp157.qmrcp,3 25,0.03125,1,1,-6757,-3591,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp158.qmrcp,3 25,0.03125,1,1,-4032,-3159,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp159.qmrcp,3 25,0.03125,1,1,-7131,-3865,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp160.qmrcp,3 25,0.03125,1,1,-5750,-3182,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp162.qmrcp,3 25,0.015625,1,1,-5870,-3639,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp163.qmrcp,3 25,0.015625,1,1,-5885,-3312,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp164.qmrcp,3 25,0.03125,1,1,-7133,-3838,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp165.qmrcp,3 25,0.03125,1,1,-6544,-3498,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp166.qmrcp,3 25,0.03125,1,1,-7793,-3987,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp167.qmrcp,3 25,0.015625,1,1,-6820,-4031,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp168.qmrcp,3 25,0.03125,1,1,-4852,-3148,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp169.qmrcp,3 25,0.015625,1,1,-7517,-3934,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp170.qmrcp,3 25,0.03125,1,1,-6420,-3132,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp171.qmrcp,3 25,0.015625,1,1,-4826,-3649,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp172.qmrcp,3 25,0.03125,1,1,-7534,-3723,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp173.qmrcp,3 25,0.03125,1,1,-7168,-4090,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp174.qmrcp,3 25,0.03125,1,1,-5325,-3172,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp175.qmrcp,3 25,0.03125,1,1,-6062,-3653,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp176.qmrcp,3 25,0.015625,1,1,-5780,-3241,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp177.qmrcp,3 25,0.03125,1,1,-5860,-3014,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp178.qmrcp,3 25,0.03125,1,1,-5218,-3056,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp179.qmrcp,3 25,0.015625,1,1,-6477,-4020,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp180.qmrcp,3 25,0.03125,1,1,-8103,-3790,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp181.qmrcp,3 25,0.03125,1,1,-6251,-3147,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp182.qmrcp,3 25,0.015625,1,1,-5591,-3870,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp183.qmrcp,3 25,0.03125,1,1,-6649,-3314,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp184.qmrcp,3 25,0.03125,1,1,-5584,-3502,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp186.qmrcp,3 25,0.03125,1,1,-6926,-3730,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp188.qmrcp,3 25,0.03125,1,1,-6247,-3410,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp189.qmrcp,3 25,0.03125,1,1,-6342,-3462,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp191.qmrcp,3 25,0.03125,1,1,-6380,-3484,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp192.qmrcp,3 25,0.015625,1,1,-5077,-2983,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp193.qmrcp,3 25,0.03125,1,1,-5327,-3319,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp194.qmrcp,3 25,0.015625,1,1,-6572,-3498,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp195.qmrcp,3 25,0.015625,1,1,-5867,-3942,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp196.qmrcp,3 25,0.03125,1,1,-6195,-3518,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp198.qmrcp,3 25,0.03125,1,1,-7809,-3594,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp199.qmrcp,3 25,0.03125,1,1,-6773,-3766,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp200.qmrcp,3 25,0.03125,1,1,-5880,-3686,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp201.qmrcp,3 25,0.03125,1,1,-6160,-3470,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp202.qmrcp,3 25,0.03125,1,1,-3320,-2624,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp203.qmrcp,3 25,0.015625,1,1,-5757,-3512,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp204.qmrcp,3 25,0.03125,1,1,-6537,-3896,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp205.qmrcp,3 25,0.03125,1,1,-6173,-3138,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp206.qmrcp,3 25,0.03125,1,1,-6114,-3290,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp207.qmrcp,3 25,0.03125,1,1,-6120,-3327,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp208.qmrcp,3 25,0.03125,1,1,-6062,-3234,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp209.qmrcp,3 25,0.03125,1,1,-7370,-3979,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp210.qmrcp,3 25,0.03125,1,1,-5258,-3359,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp211.qmrcp,3 25,0.03125,1,1,-8724,-4436,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp212.qmrcp,3 25,0.03125,1,1,-7397,-3751,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp213.qmrcp,3 25,0.015625,1,1,-9248,-5007,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp214.qmrcp,3 25,0.03125,1,1,-7883,-4276,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp215.qmrcp,3 25,0.015625,1,1,-8182,-4118,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp216.qmrcp,3 25,0.03125,1,1,-6304,-4394,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp217.qmrcp,3 25,0.015625,1,1,-7337,-3766,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp218.qmrcp,3 25,0.015625,1,1,-8346,-4210,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp219.qmrcp,3 25,0.03125,1,1,-6932,-4398,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp220.qmrcp,3 25,0.015625,1,1,-8178,-4120,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp221.qmrcp,3 25,0.03125,1,1,-7156,-3728,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp222.qmrcp,3 25,0.03125,1,1,-7247,-3658,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp223.qmrcp,3 25,0.015625,1,1,-6092,-3142,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp225.qmrcp,3 25,0.03125,1,1,-4128,-2845,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp226.qmrcp,3 25,0.03125,1,1,-5730,-3530,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp227.qmrcp,3 25,0.015625,1,1,-6248,-2948,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp228.qmrcp,3 25,0.015625,1,1,-6566,-2995,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp229.qmrcp,3 25,0.03125,1,1,-6713,-3750,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp230.qmrcp,3 25,0.03125,1,1,-7480,-3799,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp231.qmrcp,3 25,0.015625,1,1,-7489,-3657,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp232.qmrcp,3 25,0.03125,1,1,-6063,-3084,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp233.qmrcp,3 25,0.03125,1,1,-6356,-4081,100,-1,0
RESULT, QMRCPSP, pwso/qosp32x3/psp234.qmrcp,3 25,0.015625,1,1,-5754,-3245,100,-1,0
