 <101,11,0>,
 <102,11,1>,
 <103,11,2>,
 <104,11,3>,
 <105,11,4>,
 <106,11,5>,
 <107,11,6>,
 <108,11,7>,
 <109,11,8>,
 <110,11,9>,
 <111,12,0>,
 <112,12,1>,
 <113,12,2>,
 <114,12,3>,
 <115,12,4>,
 <116,12,5>,
 <117,12,6>,
 <118,12,7>,
 <119,12,8>,
 <120,12,9>,
 <121,13,0>,
 <122,13,1>,
 <123,13,2>,
 <124,13,3>,
 <125,13,4>,
 <126,13,5>,
 <127,13,6>,
 <128,13,7>,
 <129,13,8>,
 <130,13,9>,
 <131,14,0>,
 <132,14,1>,
 <133,14,2>,
 <134,14,3>,
 <135,14,4>,
 <136,14,5>,
 <137,14,6>,
 <138,14,7>,
 <139,14,8>,
 <140,14,9>,
 <141,15,0>,
 <142,15,1>,
 <143,15,2>,
 <144,15,3>,
 <145,15,4>,
 <146,15,5>,
 <147,15,6>,
 <148,15,7>,
 <149,15,8>,
 <150,15,9>,
 <151,16,0>,
 <152,16,1>,
 <153,16,2>,
 <154,16,3>,
 <155,16,4>,
 <156,16,5>,
 <157,16,6>,
 <158,16,7>,
 <159,16,8>,
 <160,16,9>,
 <161,17,0>,
 <162,17,1>,
 <163,17,2>,
 <164,17,3>,
 <165,17,4>,
 <166,17,5>,
 <167,17,6>,
 <168,17,7>,
 <169,17,8>,
 <170,17,9>,
 <171,18,0>,
 <172,18,1>,
 <173,18,2>,
 <174,18,3>,
 <175,18,4>,
 <176,18,5>,
 <177,18,6>,
 <178,18,7>,
 <179,18,8>,
 <180,18,9>,
 <181,19,0>,
 <182,19,1>,
 <183,19,2>,
 <184,19,3>,
 <185,19,4>,
 <186,19,5>,
 <187,19,6>,
 <188,19,7>,
 <189,19,8>,
 <190,19,9>,
 <191,20,0>,
 <192,20,1>,
 <193,20,2>,
 <194,20,3>,
 <195,20,4>,
 <196,20,5>,
 <197,20,6>,
 <198,20,7>,
 <199,20,8>,
 <200,20,9>
};

Modes = {
 <1,4,60>,
 <2,5,48>,
 <3,6,95>,
 <3,3,95>,
 <4,1,87>,
 <4,6,87>,
 <5,2,72>,
 <6,10,5>,
 <6,8,5>,
 <7,9,35>,
 <7,8,35>,
 <8,8,39>,
 <8,10,39>,
 <8,7,39>,
 <9,7,54>,
 <9,4,54>,
 <9,10,54>,
 <10,3,66>,
 <10,1,66>,
 <11,8,37>,
 <11,3,37>,
 <11,10,37>,
 <12,7,34>,
 <12,5,34>,
 <13,1,97>,
 <13,2,97>,
 <14,6,55>,
 <14,9,55>,
 <15,3,21>,
 <15,1,21>,
 <16,4,20>,
 <17,5,59>,
 <17,9,59>,
 <18,10,46>,
 <19,9,19>,
 <20,2,46>,
 <20,9,46>,
 <20,1,46>,
 <21,5,45>,
 <21,9,45>,
 <22,3,73>,
 <22,4,73>,
 <22,10,73>,
 <23,2,24>,
 <24,9,28>,
 <24,4,28>,
 <24,10,28>,
 <25,1,28>,
 <26,4,25>,
 <26,6,25>,
 <27,6,23>,
 <28,8,83>,
 <29,10,5>,
 <29,3,5>,
 <29,2,5>,
 <30,7,78>,
 <31,1,53>,
 <31,10,53>,
 <32,3,12>,
 <32,2,12>,
 <32,10,12>,
 <33,10,12>,
 <34,2,37>,
 <34,10,37>,
 <34,1,37>,
 <35,9,33>,
 <35,2,33>,
 <35,3,33>,
 <36,4,71>,
 <36,3,71>,
 <37,7,55>,
 <38,6,29>,
 <38,2,29>,
 <38,4,29>,
 <39,8,87>,
 <39,5,87>,
 <39,3,87>,
 <40,5,38>,
 <41,5,90>,
 <42,3,49>,
 <42,1,49>,
 <43,10,27>,
 <43,1,27>,
 <44,8,65>,
 <44,10,65>,
 <45,6,7>,
 <45,1,7>,
 <46,7,23>,
 <46,4,23>,
 <47,1,48>,
 <47,9,48>,
 <48,4,83>,
 <49,9,17>,
 <49,2,17>,
 <50,2,40>,
 <50,5,40>,
 <51,4,85>,
 <51,8,85>,
 <51,6,85>,
 <52,5,25>,
 <52,2,25>,
 <53,3,84>,
 <53,9,84>,
 <53,6,84>,
 <54,7,64>,
 <54,5,64>,
 <54,8,64>,
 <55,10,13>,
 <55,7,13>,
 <56,2,66>,
 <57,8,46>,
 <58,9,59>,
 <59,1,62>,
 <59,5,62>,
 <60,6,19>,
 <61,6,88>,
 <61,5,88>,
 <62,7,67>,
 <62,10,67>,
 <63,5,14>,
 <64,1,41>,
 <64,3,41>,
 <65,2,73>,
 <65,8,73>,
 <65,6,73>,
 <66,8,57>,
 <66,2,57>,
 <67,3,53>,
 <67,7,53>,
 <68,4,80>,
 <69,10,47>,
 <69,9,47>,
 <70,9,74>,
 <70,2,74>,
 <70,3,74>,
 <71,2,78>,
 <72,6,64>,
 <73,5,63>,
 <74,7,46>,
 <74,3,46>,
 <74,8,46>,
 <75,4,84>,
 <76,1,84>,
 <76,7,84>,
 <77,9,28>,
 <77,7,28>,
 <78,10,52>,
 <78,1,52>,
 <78,3,52>,
 <79,8,26>,
 <79,6,26>,
 <80,3,41>,
 <80,5,41>,
 <81,2,11>,
 <82,1,64>,
 <83,7,97>,
 <84,10,38>,
 <84,2,38>,
 <84,5,38>,
 <85,3,17>,
 <85,10,17>,
 <85,8,17>,
 <86,5,85>,
 <86,2,85>,
 <86,9,85>,
 <87,6,73>,
 <88,4,10>,
 <88,9,10>,
 <88,10,10>,
 <89,9,95>,
 <90,8,67>,
 <90,1,67>,
 <91,4,93>,
 <91,1,93>,
 <91,9,93>,
 <92,3,95>,
 <92,9,95>,
 <93,8,43>,
 <93,3,43>,
 <93,2,43>,
 <94,2,65>,
 <95,9,32>,
 <96,1,59>,
 <96,8,59>,
 <96,5,59>,
 <97,7,85>,
 <98,6,46>,
 <98,1,46>,
 <98,10,46>,
 <99,10,85>,
 <100,5,60>,
 <100,4,60>,
 <101,3,61>,
 <101,6,61>,
 <101,5,61>,
 <102,4,41>,
 <103,6,49>,
 <104,5,23>,
 <104,4,23>,
 <104,7,23>,
 <105,1,66>,
 <105,4,66>,
 <105,7,66>,
 <106,8,49>,
 <106,1,49>,
 <106,2,49>,
 <107,9,70>,
 <108,10,99>,
 <108,2,99>,
 <109,2,90>,
 <110,7,17>,
 <111,5,13>,
 <111,8,13>,
 <112,8,7>,
 <112,5,7>,
 <113,2,98>,
 <113,5,98>,
 <114,9,57>,
 <114,2,57>,
 <114,3,57>,
 <115,1,73>,
 <115,6,73>,
 <115,10,73>,
 <116,4,73>,
 <116,9,73>,
 <116,2,73>,
 <117,3,68>,
 <117,5,68>,
 <117,8,68>,
 <118,6,40>,
 <118,8,40>,
 <119,10,98>,
 <119,1,98>,
 <119,9,98>,
 <120,7,9>,
 <120,6,9>,
 <121,10,86>,
 <122,7,76>,
 <122,6,76>,
 <122,4,76>,
 <123,5,14>,
 <123,6,14>,
 <124,4,41>,
 <125,2,85>,
 <125,8,85>,
 <125,9,85>,
 <126,1,37>,
 <126,9,37>,
 <127,9,19>,
 <127,4,19>,
 <128,3,17>,
 <129,8,54>,
 <130,6,79>,
 <130,3,79>,
 <131,2,40>,
 <132,3,53>,
 <133,8,97>,
 <134,6,87>,
 <134,3,87>,
 <134,5,87>,
 <135,9,96>,
 <135,1,96>,
 <135,5,96>,
 <136,5,84>,
 <136,9,84>,
 <137,4,16>,
 <137,7,16>,
 <138,7,66>,
 <139,10,52>,
 <139,2,52>,
 <140,1,95>,
 <140,7,95>,
 <141,7,33>,
 <141,2,33>,
 <142,2,33>,
 <142,4,33>,
 <142,5,33>,
 <143,4,87>,
 <143,5,87>,
 <143,8,87>,
 <144,1,18>,
 <144,8,18>,
 <144,10,18>,
 <145,3,55>,
 <146,9,13>,
 <146,5,13>,
 <146,10,13>,
 <147,5,77>,
 <147,8,77>,
 <148,8,60>,
 <148,1,60>,
 <148,10,60>,
 <149,10,42>,
 <149,3,42>,
 <149,8,42>,
 <150,6,74>,
 <150,1,74>,
 <151,8,92>,
 <151,2,92>,
 <151,5,92>,
 <152,6,91>,
 <152,8,91>,
 <153,9,79>,
 <153,1,79>,
 <153,6,79>,
 <154,3,54>,
 <155,5,69>,
 <156,7,79>,
 <156,4,79>,
 <157,4,33>,
 <157,9,33>,
 <157,1,33>,
 <158,2,61>,
 <159,10,39>,
 <159,9,39>,
 <160,1,16>,
 <160,9,16>,
 <160,4,16>,
 <161,7,82>,
 <161,9,82>,
 <161,3,82>,
 <162,2,41>,
 <162,3,41>,
 <162,1,41>,
 <163,5,28>,
 <163,10,28>,
 <163,3,28>,
 <164,6,64>,
 <165,3,78>,
 <165,2,78>,
 <166,4,76>,
 <166,7,76>,
 <167,8,6>,
 <168,9,49>,
 <169,10,47>,
 <169,9,47>,
 <169,7,47>,
 <170,1,58>,
 <170,9,58>,
 <170,5,58>,
 <171,1,52>,
 <171,9,52>,
 <171,8,52>,
 <172,6,42>,
 <172,3,42>,
 <173,9,24>,
 <174,10,91>,
 <175,4,47>,
 <175,7,47>,
 <175,6,47>,
 <176,7,88>,
 <177,5,91>,
 <177,8,91>,
 <177,1,91>,
 <178,8,52>,
 <178,10,52>,
 <179,3,28>,
 <179,8,28>,
 <179,9,28>,
 <180,2,35>,
 <181,6,82>,
 <182,3,76>,
 <183,4,86>,
 <183,5,86>,
 <183,8,86>,
 <184,7,93>,
 <184,10,93>,
 <185,5,84>,
 <185,4,84>,
 <186,8,38>,
 <186,1,38>,
 <187,9,95>,
 <187,6,95>,
 <188,10,37>,
 <189,2,21>,
 <189,5,21>,
 <190,1,23>,
 <191,10,77>,
 <191,2,77>,
 <192,5,8>,
 <193,7,42>,
 <193,6,42>,
 <194,8,64>,
 <195,1,70>,
 <196,3,45>,
 <197,9,45>,
 <197,4,45>,
 <198,6,28>,
 <198,7,28>,
 <199,4,67>,
 <199,1,67>,
 <200,2,86>
};
