 <101,7,10>,
 <102,7,11>,
 <103,7,12>,
 <104,7,13>,
 <105,7,14>,
 <106,8,0>,
 <107,8,1>,
 <108,8,2>,
 <109,8,3>,
 <110,8,4>,
 <111,8,5>,
 <112,8,6>,
 <113,8,7>,
 <114,8,8>,
 <115,8,9>,
 <116,8,10>,
 <117,8,11>,
 <118,8,12>,
 <119,8,13>,
 <120,8,14>,
 <121,9,0>,
 <122,9,1>,
 <123,9,2>,
 <124,9,3>,
 <125,9,4>,
 <126,9,5>,
 <127,9,6>,
 <128,9,7>,
 <129,9,8>,
 <130,9,9>,
 <131,9,10>,
 <132,9,11>,
 <133,9,12>,
 <134,9,13>,
 <135,9,14>,
 <136,10,0>,
 <137,10,1>,
 <138,10,2>,
 <139,10,3>,
 <140,10,4>,
 <141,10,5>,
 <142,10,6>,
 <143,10,7>,
 <144,10,8>,
 <145,10,9>,
 <146,10,10>,
 <147,10,11>,
 <148,10,12>,
 <149,10,13>,
 <150,10,14>,
 <151,11,0>,
 <152,11,1>,
 <153,11,2>,
 <154,11,3>,
 <155,11,4>,
 <156,11,5>,
 <157,11,6>,
 <158,11,7>,
 <159,11,8>,
 <160,11,9>,
 <161,11,10>,
 <162,11,11>,
 <163,11,12>,
 <164,11,13>,
 <165,11,14>,
 <166,12,0>,
 <167,12,1>,
 <168,12,2>,
 <169,12,3>,
 <170,12,4>,
 <171,12,5>,
 <172,12,6>,
 <173,12,7>,
 <174,12,8>,
 <175,12,9>,
 <176,12,10>,
 <177,12,11>,
 <178,12,12>,
 <179,12,13>,
 <180,12,14>,
 <181,13,0>,
 <182,13,1>,
 <183,13,2>,
 <184,13,3>,
 <185,13,4>,
 <186,13,5>,
 <187,13,6>,
 <188,13,7>,
 <189,13,8>,
 <190,13,9>,
 <191,13,10>,
 <192,13,11>,
 <193,13,12>,
 <194,13,13>,
 <195,13,14>,
 <196,14,0>,
 <197,14,1>,
 <198,14,2>,
 <199,14,3>,
 <200,14,4>,
 <201,14,5>,
 <202,14,6>,
 <203,14,7>,
 <204,14,8>,
 <205,14,9>,
 <206,14,10>,
 <207,14,11>,
 <208,14,12>,
 <209,14,13>,
 <210,14,14>,
 <211,15,0>,
 <212,15,1>,
 <213,15,2>,
 <214,15,3>,
 <215,15,4>,
 <216,15,5>,
 <217,15,6>,
 <218,15,7>,
 <219,15,8>,
 <220,15,9>,
 <221,15,10>,
 <222,15,11>,
 <223,15,12>,
 <224,15,13>,
 <225,15,14>
};

Modes = {
 <1,10,65>,
 <2,11,28>,
 <3,5,74>,
 <4,13,33>,
 <5,3,51>,
 <6,15,75>,
 <6,16,75>,
 <6,17,75>,
 <7,6,73>,
 <8,9,32>,
 <9,7,13>,
 <10,4,81>,
 <11,2,35>,
 <12,8,59>,
 <13,14,38>,
 <14,12,55>,
 <15,1,27>,
 <16,1,64>,
 <17,2,53>,
 <18,12,83>,
 <19,3,33>,
 <20,5,6>,
 <21,10,52>,
 <22,15,72>,
 <22,16,72>,
 <22,17,72>,
 <23,9,7>,
 <24,14,90>,
 <25,13,21>,
 <26,7,23>,
 <27,4,10>,
 <28,11,39>,
 <29,6,49>,
 <30,8,72>,
 <31,15,73>,
 <31,16,73>,
 <31,17,73>,
 <32,4,82>,
 <33,2,23>,
 <34,13,62>,
 <35,7,88>,
 <36,6,21>,
 <37,9,65>,
 <38,12,70>,
 <39,8,53>,
 <40,11,81>,
 <41,3,93>,
 <42,14,77>,
 <43,1,61>,
 <44,10,28>,
 <45,5,78>,
 <46,2,12>,
 <47,7,51>,
 <48,8,33>,
 <49,5,15>,
 <50,15,72>,
 <50,16,72>,
 <50,17,72>,
 <51,11,98>,
 <52,10,94>,
 <53,6,12>,
 <54,12,42>,
 <55,3,24>,
 <56,14,15>,
 <57,9,28>,
 <58,4,6>,
 <59,13,99>,
 <60,1,41>,
 <61,13,97>,
 <62,6,7>,
 <63,10,96>,
 <64,5,15>,
 <65,15,73>,
 <65,16,73>,
 <65,17,73>,
 <66,14,43>,
 <67,1,32>,
 <68,9,22>,
 <69,12,42>,
 <70,2,94>,
 <71,3,23>,
 <72,8,86>,
 <73,7,78>,
 <74,11,24>,
 <75,4,31>,
 <76,2,72>,
 <77,6,88>,
 <78,3,93>,
 <79,14,13>,
 <80,5,44>,
 <81,15,66>,
 <81,16,66>,
 <81,17,66>,
 <82,7,63>,
 <83,8,14>,
 <84,10,67>,
 <85,11,17>,
 <86,12,85>,
 <87,1,35>,
 <88,4,68>,
 <89,13,5>,
 <90,9,49>,
 <91,10,15>,
 <92,8,82>,
 <93,7,21>,
 <94,15,53>,
 <94,16,53>,
 <94,17,53>,
 <95,4,72>,
 <96,14,49>,
 <97,3,99>,
 <98,5,26>,
 <99,13,56>,
 <100,9,45>,
 <101,2,68>,
 <102,11,51>,
 <103,1,8>,
 <104,6,27>,
 <105,12,96>,
 <106,4,54>,
 <107,8,24>,
 <108,5,14>,
 <109,9,38>,
 <110,6,36>,
 <111,3,52>,
 <112,15,55>,
 <112,16,55>,
 <112,17,55>,
 <113,13,37>,
 <114,12,48>,
 <115,1,93>,
 <116,14,60>,
 <117,11,70>,
 <118,2,23>,
 <119,7,23>,
 <120,10,83>,
 <121,4,12>,
 <122,9,69>,
 <123,7,26>,
 <124,10,23>,
 <125,15,28>,
 <125,16,28>,
 <125,17,28>,
 <126,2,82>,
 <127,6,33>,
 <128,5,45>,
 <129,14,64>,
 <130,8,15>,
 <131,12,9>,
 <132,13,73>,
 <133,11,59>,
 <134,3,37>,
 <135,1,62>,
 <136,1,87>,
 <137,6,12>,
 <138,8,80>,
 <139,5,50>,
 <140,11,48>,
 <141,13,90>,
 <142,2,72>,
 <143,14,24>,
 <144,7,14>,
 <145,9,71>,
 <146,12,44>,
 <147,10,46>,
 <148,3,15>,
 <149,15,61>,
 <149,16,61>,
 <149,17,61>,
 <150,4,92>,
 <151,3,54>,
 <152,1,22>,
 <153,7,61>,
 <154,5,46>,
 <155,4,73>,
 <156,6,16>,
 <157,13,6>,
 <158,10,94>,
 <159,15,93>,
 <159,16,93>,
 <159,17,93>,
 <160,14,67>,
 <161,9,54>,
 <162,8,75>,
 <163,12,32>,
 <164,11,40>,
 <165,2,97>,
 <166,11,92>,
 <167,15,36>,
 <167,16,36>,
 <167,17,36>,
 <168,5,22>,
 <169,10,9>,
 <170,4,47>,
 <171,2,77>,
 <172,13,79>,
 <173,14,36>,
 <174,7,30>,
 <175,9,98>,
 <176,12,79>,
 <177,8,7>,
 <178,6,55>,
 <179,3,6>,
 <180,1,30>,
 <181,1,49>,
 <182,14,83>,
 <183,4,73>,
 <184,7,82>,
 <185,2,82>,
 <186,15,92>,
 <186,16,92>,
 <186,17,92>,
 <187,12,73>,
 <188,5,31>,
 <189,11,35>,
 <190,10,54>,
 <191,6,7>,
 <192,9,37>,
 <193,8,72>,
 <194,3,52>,
 <195,13,76>,
 <196,11,98>,
 <197,13,34>,
 <198,14,52>,
 <199,5,26>,
 <200,2,28>,
 <201,4,39>,
 <202,9,80>,
 <203,6,29>,
 <204,10,70>,
 <205,1,43>,
 <206,7,48>,
 <207,8,58>,
 <208,3,45>,
 <209,15,94>,
 <209,16,94>,
 <209,17,94>,
 <210,12,96>,
 <211,2,70>,
 <212,11,17>,
 <213,7,90>,
 <214,13,67>,
 <215,5,14>,
 <216,9,23>,
 <217,4,21>,
 <218,8,18>,
 <219,14,43>,
 <220,12,84>,
 <221,6,26>,
 <222,10,36>,
 <223,3,93>,
 <224,15,84>,
 <224,16,84>,
 <224,17,84>,
 <225,1,42>
};
