RCPSP LB is the makespan lower-bound from the PSP Lib (http://www.om-db.wi.tum.de/psplib/files/j60lb.sm)

"INSTANCE","CRITICAL PATH LB","RCPSP LB","DEVIATION"
"KSD/j60_14_4.rcp",65,65,0.000000
"KSD/j60_14_5.rcp",59,59,0.000000
"KSD/j60_14_6.rcp",65,65,0.000000
"KSD/j60_14_7.rcp",69,69,0.000000
"KSD/j60_14_8.rcp",88,88,0.000000
"KSD/j60_14_9.rcp",61,61,0.000000
"KSD/j60_14_10.rcp",67,72,0.074627
"KSD/j60_15_1.rcp",84,84,0.000000
"KSD/j60_15_2.rcp",89,89,0.000000
"KSD/j60_15_3.rcp",72,72,0.000000
"KSD/j60_15_4.rcp",75,75,0.000000
"KSD/j60_15_5.rcp",70,70,0.000000
"KSD/j60_15_6.rcp",76,76,0.000000
"KSD/j60_15_7.rcp",64,64,0.000000
"KSD/j60_15_8.rcp",79,79,0.000000
"KSD/j60_15_9.rcp",72,72,0.000000
"KSD/j60_15_10.rcp",61,61,0.000000
"KSD/j60_16_1.rcp",64,64,0.000000
"KSD/j60_16_2.rcp",64,64,0.000000
"KSD/j60_16_3.rcp",53,53,0.000000
"KSD/j60_16_4.rcp",60,60,0.000000
"KSD/j60_16_5.rcp",66,66,0.000000
"KSD/j60_16_6.rcp",66,66,0.000000
"KSD/j60_16_7.rcp",82,82,0.000000
"KSD/j60_16_8.rcp",68,68,0.000000
"KSD/j60_16_9.rcp",54,54,0.000000
"KSD/j60_16_10.rcp",68,68,0.000000
"KSD/j60_17_1.rcp",76,86,0.131579
"KSD/j60_17_2.rcp",67,69,0.029851
"KSD/j60_17_3.rcp",79,89,0.126582
"KSD/j60_17_4.rcp",69,71,0.028986
"KSD/j60_17_5.rcp",52,59,0.134615
"KSD/j60_17_6.rcp",67,69,0.029851
"KSD/j60_17_7.rcp",81,83,0.024691
"KSD/j60_17_8.rcp",66,85,0.287879
"KSD/j60_17_9.rcp",70,76,0.085714
"KSD/j60_17_10.rcp",65,72,0.107692
"KSD/j60_18_1.rcp",80,81,0.012500
"KSD/j60_18_2.rcp",69,69,0.000000
"KSD/j60_18_3.rcp",77,77,0.000000
"KSD/j60_18_4.rcp",71,71,0.000000
"KSD/j60_18_5.rcp",80,80,0.000000
"KSD/j60_18_6.rcp",61,61,0.000000
"KSD/j60_18_7.rcp",87,93,0.068966
"KSD/j60_18_8.rcp",78,78,0.000000
"KSD/j60_18_9.rcp",69,69,0.000000
"KSD/j60_18_10.rcp",97,97,0.000000
"KSD/j60_19_1.rcp",62,62,0.000000
"KSD/j60_19_2.rcp",83,83,0.000000
"KSD/j60_19_3.rcp",81,83,0.024691
"KSD/j60_19_4.rcp",67,67,0.000000
"KSD/j60_19_5.rcp",73,73,0.000000
"KSD/j60_19_6.rcp",68,69,0.014706
"KSD/j60_19_7.rcp",60,60,0.000000
"KSD/j60_19_8.rcp",82,87,0.060976
"KSD/j60_19_9.rcp",67,69,0.029851
"KSD/j60_19_10.rcp",78,78,0.000000
"KSD/j60_20_1.rcp",60,60,0.000000
"KSD/j60_20_2.rcp",78,78,0.000000
"KSD/j60_20_3.rcp",69,69,0.000000
"KSD/j60_20_4.rcp",86,86,0.000000
"KSD/j60_20_5.rcp",71,71,0.000000
"KSD/j60_20_6.rcp",97,97,0.000000
"KSD/j60_20_7.rcp",74,74,0.000000
"KSD/j60_20_8.rcp",65,65,0.000000
"KSD/j60_20_9.rcp",74,74,0.000000
"KSD/j60_20_10.rcp",70,70,0.000000
"KSD/j60_21_1.rcp",76,103,0.355263
"KSD/j60_21_2.rcp",92,108,0.173913
"KSD/j60_21_3.rcp",65,87,0.338462
"KSD/j60_21_4.rcp",64,95,0.484375
"KSD/j60_21_5.rcp",75,89,0.186667
"KSD/j60_21_6.rcp",63,84,0.333333
"KSD/j60_21_7.rcp",80,103,0.287500
"KSD/j60_21_8.rcp",85,110,0.294118
"KSD/j60_21_9.rcp",69,89,0.289855
"KSD/j60_21_10.rcp",51,80,0.568627
"KSD/j60_22_1.rcp",62,64,0.032258
"KSD/j60_22_2.rcp",83,83,0.000000
"KSD/j60_22_3.rcp",70,70,0.000000
"KSD/j60_22_4.rcp",64,73,0.140625
"KSD/j60_22_5.rcp",76,76,0.000000
"KSD/j60_22_6.rcp",79,79,0.000000
"KSD/j60_22_7.rcp",69,69,0.000000
"KSD/j60_22_8.rcp",59,59,0.000000
"KSD/j60_22_9.rcp",65,65,0.000000
"KSD/j60_22_10.rcp",69,70,0.014493
"KSD/j60_23_1.rcp",75,75,0.000000
"KSD/j60_23_2.rcp",69,69,0.000000
"KSD/j60_23_3.rcp",75,78,0.040000
"KSD/j60_23_4.rcp",83,83,0.000000
"KSD/j60_23_5.rcp",72,72,0.000000
"KSD/j60_23_6.rcp",81,81,0.000000
"KSD/j60_23_7.rcp",60,60,0.000000
"KSD/j60_23_8.rcp",72,72,0.000000
"KSD/j60_23_9.rcp",64,64,0.000000
"KSD/j60_23_10.rcp",68,68,0.000000
"KSD/j60_24_1.rcp",65,65,0.000000
"KSD/j60_24_2.rcp",55,55,0.000000
"KSD/j60_24_3.rcp",67,67,0.000000
"KSD/j60_24_4.rcp",78,78,0.000000
"KSD/j60_24_5.rcp",76,76,0.000000
"KSD/j60_24_6.rcp",75,75,0.000000
"KSD/j60_24_7.rcp",68,68,0.000000
"KSD/j60_24_8.rcp",81,81,0.000000
"KSD/j60_24_9.rcp",80,80,0.000000
"KSD/j60_24_10.rcp",66,66,0.000000
"KSD/j60_25_1.rcp",71,114,0.605634
"KSD/j60_25_2.rcp",69,95,0.376812
"KSD/j60_25_3.rcp",90,113,0.255556
"KSD/j60_25_4.rcp",78,105,0.346154
"KSD/j60_25_5.rcp",61,97,0.590164
"KSD/j60_25_6.rcp",75,105,0.400000
"KSD/j60_25_7.rcp",66,88,0.333333
"KSD/j60_25_8.rcp",57,95,0.666667
"KSD/j60_25_9.rcp",69,99,0.434783
"KSD/j60_25_10.rcp",77,107,0.389610
"KSD/j60_26_1.rcp",80,80,0.000000
"KSD/j60_26_2.rcp",63,66,0.047619
"KSD/j60_26_3.rcp",71,76,0.070423
"KSD/j60_26_4.rcp",65,67,0.030769
"KSD/j60_26_5.rcp",61,61,0.000000
"KSD/j60_26_6.rcp",73,74,0.013699
"KSD/j60_26_7.rcp",72,72,0.000000
"KSD/j60_26_8.rcp",89,89,0.000000
"KSD/j60_26_9.rcp",62,65,0.048387
"KSD/j60_26_10.rcp",85,85,0.000000
"KSD/j60_27_1.rcp",96,96,0.000000
"KSD/j60_27_2.rcp",74,74,0.000000
"KSD/j60_27_3.rcp",76,76,0.000000
"KSD/j60_27_4.rcp",60,60,0.000000
"KSD/j60_27_5.rcp",78,78,0.000000
"KSD/j60_27_6.rcp",64,64,0.000000
"KSD/j60_27_7.rcp",83,83,0.000000
"KSD/j60_27_8.rcp",88,88,0.000000
"KSD/j60_27_9.rcp",76,76,0.000000
"KSD/j60_27_10.rcp",57,57,0.000000
"KSD/j60_28_1.rcp",92,92,0.000000
"KSD/j60_28_2.rcp",64,64,0.000000
"KSD/j60_28_3.rcp",72,72,0.000000
"KSD/j60_28_4.rcp",84,84,0.000000
"KSD/j60_28_5.rcp",71,71,0.000000
"KSD/j60_28_6.rcp",89,89,0.000000
"KSD/j60_28_7.rcp",75,75,0.000000
"KSD/j60_28_8.rcp",62,62,0.000000
"KSD/j60_28_9.rcp",74,74,0.000000
"KSD/j60_28_10.rcp",74,74,0.000000
"KSD/j60_29_1.rcp",59,96,0.627119
"KSD/j60_29_2.rcp",88,123,0.397727
"KSD/j60_29_3.rcp",72,114,0.583333
"KSD/j60_29_4.rcp",75,126,0.680000
"KSD/j60_29_5.rcp",77,102,0.324675
"KSD/j60_29_6.rcp",77,143,0.857143
"KSD/j60_29_7.rcp",73,114,0.561644
"KSD/j60_29_8.rcp",72,96,0.333333
"KSD/j60_29_9.rcp",70,105,0.500000
"KSD/j60_29_10.rcp",70,111,0.585714
"KSD/j60_30_1.rcp",70,70,0.000000
"KSD/j60_30_2.rcp",65,69,0.061538
"KSD/j60_30_3.rcp",80,82,0.025000
"KSD/j60_30_4.rcp",76,76,0.000000
"KSD/j60_30_5.rcp",72,76,0.055556
"KSD/j60_30_6.rcp",68,68,0.000000
"KSD/j60_30_7.rcp",77,86,0.116883
"KSD/j60_30_8.rcp",63,63,0.000000
"KSD/j60_30_9.rcp",98,98,0.000000
"KSD/j60_30_10.rcp",81,86,0.061728
"KSD/j60_31_1.rcp",65,65,0.000000
"KSD/j60_31_2.rcp",74,74,0.000000
"KSD/j60_31_3.rcp",66,66,0.000000
"KSD/j60_31_4.rcp",68,68,0.000000
"KSD/j60_31_5.rcp",72,72,0.000000
"KSD/j60_31_6.rcp",72,72,0.000000
"KSD/j60_31_7.rcp",76,76,0.000000
"KSD/j60_31_8.rcp",75,75,0.000000
"KSD/j60_31_9.rcp",86,86,0.000000
"KSD/j60_31_10.rcp",56,56,0.000000
"KSD/j60_32_1.rcp",69,69,0.000000
"KSD/j60_32_2.rcp",114,114,0.000000
"KSD/j60_32_3.rcp",85,85,0.000000
"KSD/j60_32_4.rcp",56,56,0.000000
"KSD/j60_32_5.rcp",77,77,0.000000
"KSD/j60_32_6.rcp",93,93,0.000000
"KSD/j60_32_7.rcp",76,76,0.000000
"KSD/j60_32_8.rcp",76,76,0.000000
"KSD/j60_32_9.rcp",74,74,0.000000
"KSD/j60_32_10.rcp",77,77,0.000000
"KSD/j60_33_1.rcp",90,105,0.166667
"KSD/j60_33_2.rcp",100,100,0.000000
"KSD/j60_33_3.rcp",77,79,0.025974
"KSD/j60_33_4.rcp",75,81,0.080000
"KSD/j60_33_5.rcp",97,108,0.113402
"KSD/j60_33_6.rcp",65,75,0.153846
"KSD/j60_33_7.rcp",66,78,0.181818
"KSD/j60_33_8.rcp",74,79,0.067568
"KSD/j60_33_9.rcp",102,108,0.058824
"KSD/j60_33_10.rcp",69,84,0.217391
"KSD/j60_34_1.rcp",67,72,0.074627
"KSD/j60_34_2.rcp",65,68,0.046154
"KSD/j60_34_3.rcp",61,61,0.000000
"KSD/j60_34_4.rcp",83,83,0.000000
"KSD/j60_34_5.rcp",80,80,0.000000
"KSD/j60_34_6.rcp",77,81,0.051948
"KSD/j60_34_7.rcp",83,85,0.024096
"KSD/j60_34_8.rcp",61,63,0.032787
"KSD/j60_34_9.rcp",77,77,0.000000
"KSD/j60_34_10.rcp",92,92,0.000000
"KSD/j60_35_1.rcp",78,78,0.000000
"KSD/j60_35_2.rcp",77,77,0.000000
"KSD/j60_35_3.rcp",87,89,0.022989
"KSD/j60_35_4.rcp",72,72,0.000000
"KSD/j60_35_5.rcp",75,76,0.013333
"KSD/j60_35_6.rcp",79,79,0.000000
"KSD/j60_35_7.rcp",73,73,0.000000
"KSD/j60_35_8.rcp",75,78,0.040000
"KSD/j60_35_9.rcp",73,76,0.041096
"KSD/j60_35_10.rcp",70,71,0.014286
"KSD/j60_36_1.rcp",61,61,0.000000
"KSD/j60_36_2.rcp",75,75,0.000000
"KSD/j60_36_3.rcp",81,81,0.000000
"KSD/j60_36_4.rcp",85,85,0.000000
"KSD/j60_36_5.rcp",57,57,0.000000
"KSD/j60_36_6.rcp",76,76,0.000000
"KSD/j60_36_7.rcp",71,71,0.000000
"KSD/j60_36_8.rcp",69,69,0.000000
"KSD/j60_36_9.rcp",86,86,0.000000
"KSD/j60_36_10.rcp",77,77,0.000000
"KSD/j60_37_1.rcp",70,97,0.385714
"KSD/j60_37_2.rcp",68,95,0.397059
"KSD/j60_37_3.rcp",97,139,0.432990
"KSD/j60_37_4.rcp",75,101,0.346667
"KSD/j60_37_5.rcp",80,98,0.225000
"KSD/j60_37_6.rcp",62,102,0.645161
"KSD/j60_37_7.rcp",75,110,0.466667
"KSD/j60_37_8.rcp",79,93,0.177215
"KSD/j60_37_9.rcp",77,96,0.246753
"KSD/j60_37_10.rcp",86,96,0.116279
"KSD/j60_38_1.rcp",73,73,0.000000
"KSD/j60_38_2.rcp",71,76,0.070423
"KSD/j60_38_3.rcp",76,77,0.013158
"KSD/j60_38_4.rcp",58,58,0.000000
"KSD/j60_38_5.rcp",103,103,0.000000
"KSD/j60_38_6.rcp",86,86,0.000000
"KSD/j60_38_7.rcp",74,74,0.000000
"KSD/j60_38_8.rcp",68,71,0.044118
"KSD/j60_38_9.rcp",66,66,0.000000
"KSD/j60_38_10.rcp",63,66,0.047619
"KSD/j60_39_1.rcp",80,80,0.000000
"KSD/j60_39_2.rcp",84,84,0.000000
"KSD/j60_39_3.rcp",83,83,0.000000
"KSD/j60_39_4.rcp",92,92,0.000000
"KSD/j60_39_5.rcp",73,73,0.000000
"KSD/j60_39_6.rcp",83,84,0.012048
"KSD/j60_39_7.rcp",68,68,0.000000
"KSD/j60_39_8.rcp",77,77,0.000000
"KSD/j60_39_9.rcp",72,72,0.000000
"KSD/j60_39_10.rcp",74,74,0.000000
"KSD/j60_40_1.rcp",86,86,0.000000
"KSD/j60_40_2.rcp",81,81,0.000000
"KSD/j60_40_3.rcp",70,70,0.000000
"KSD/j60_40_4.rcp",87,87,0.000000
"KSD/j60_40_5.rcp",83,83,0.000000
"KSD/j60_40_6.rcp",69,69,0.000000
"KSD/j60_40_7.rcp",68,68,0.000000
"KSD/j60_40_8.rcp",80,80,0.000000
"KSD/j60_40_9.rcp",90,90,0.000000
"KSD/j60_40_10.rcp",73,73,0.000000
"KSD/j60_41_1.rcp",91,122,0.340659
"KSD/j60_41_2.rcp",81,113,0.395062
"KSD/j60_41_3.rcp",58,89,0.534483
"KSD/j60_41_4.rcp",100,133,0.330000
"KSD/j60_41_5.rcp",67,109,0.626866
"KSD/j60_41_6.rcp",82,134,0.634146
"KSD/j60_41_7.rcp",79,132,0.670886
"KSD/j60_41_8.rcp",95,135,0.421053
"KSD/j60_41_9.rcp",80,131,0.637500
"KSD/j60_41_10.rcp",71,105,0.478873
"KSD/j60_42_1.rcp",83,83,0.000000
"KSD/j60_42_2.rcp",68,68,0.000000
"KSD/j60_42_3.rcp",73,78,0.068493
"KSD/j60_42_4.rcp",94,103,0.095745
"KSD/j60_42_5.rcp",73,73,0.000000
"KSD/j60_42_6.rcp",82,82,0.000000
"KSD/j60_42_7.rcp",55,59,0.072727
"KSD/j60_42_8.rcp",78,82,0.051282
"KSD/j60_42_9.rcp",70,71,0.014286
"KSD/j60_42_10.rcp",87,87,0.000000
"KSD/j60_43_1.rcp",108,108,0.000000
"KSD/j60_43_2.rcp",85,85,0.000000
"KSD/j60_43_3.rcp",74,74,0.000000
"KSD/j60_43_4.rcp",74,75,0.013514
"KSD/j60_43_5.rcp",64,64,0.000000
"KSD/j60_43_6.rcp",84,84,0.000000
"KSD/j60_43_7.rcp",89,89,0.000000
"KSD/j60_43_8.rcp",69,69,0.000000
"KSD/j60_43_9.rcp",70,70,0.000000
"KSD/j60_43_10.rcp",78,78,0.000000
"KSD/j60_44_1.rcp",84,84,0.000000
"KSD/j60_44_2.rcp",68,68,0.000000
"KSD/j60_44_3.rcp",87,87,0.000000
"KSD/j60_44_4.rcp",77,77,0.000000
"KSD/j60_44_5.rcp",74,74,0.000000
"KSD/j60_44_6.rcp",81,81,0.000000
"KSD/j60_44_7.rcp",76,76,0.000000
"KSD/j60_44_8.rcp",83,83,0.000000
"KSD/j60_44_9.rcp",65,65,0.000000
"KSD/j60_44_10.rcp",65,65,0.000000
"KSD/j60_45_1.rcp",71,89,0.253521
"KSD/j60_45_2.rcp",78,134,0.717949
"KSD/j60_45_3.rcp",86,133,0.546512
"KSD/j60_45_4.rcp",60,101,0.683333
"KSD/j60_45_5.rcp",60,99,0.650000
"KSD/j60_45_6.rcp",80,132,0.650000
"KSD/j60_45_7.rcp",74,113,0.527027
"KSD/j60_45_8.rcp",79,119,0.506329
"KSD/j60_45_9.rcp",78,114,0.461538
"KSD/j60_45_10.rcp",61,102,0.672131
"KSD/j60_46_1.rcp",78,79,0.012821
"KSD/j60_46_2.rcp",78,78,0.000000
"KSD/j60_46_3.rcp",79,79,0.000000
"KSD/j60_46_4.rcp",71,74,0.042254
"KSD/j60_46_5.rcp",82,91,0.109756
"KSD/j60_46_6.rcp",87,90,0.034483
"KSD/j60_46_7.rcp",75,78,0.040000
"KSD/j60_46_8.rcp",72,75,0.041667
"KSD/j60_46_9.rcp",60,69,0.150000
"KSD/j60_46_10.rcp",79,88,0.113924
"KSD/j60_47_1.rcp",75,75,0.000000
"KSD/j60_47_2.rcp",66,66,0.000000
"KSD/j60_47_3.rcp",69,69,0.000000
"KSD/j60_47_4.rcp",76,76,0.000000
"KSD/j60_47_5.rcp",87,87,0.000000
"KSD/j60_47_6.rcp",76,76,0.000000
"KSD/j60_47_7.rcp",68,68,0.000000
"KSD/j60_47_8.rcp",71,71,0.000000
"KSD/j60_47_9.rcp",76,76,0.000000
"KSD/j60_47_10.rcp",66,66,0.000000
"KSD/j60_48_1.rcp",71,71,0.000000
"KSD/j60_48_2.rcp",87,87,0.000000
"KSD/j60_48_3.rcp",84,84,0.000000
"KSD/j60_48_4.rcp",62,62,0.000000
"KSD/j60_48_5.rcp",101,101,0.000000
"KSD/j60_48_6.rcp",66,66,0.000000
"KSD/j60_48_7.rcp",77,77,0.000000
"KSD/j60_48_8.rcp",88,88,0.000000
"KSD/j60_48_9.rcp",82,82,0.000000
"KSD/j60_48_10.rcp",70,70,0.000000

AVERAGE DEVIATION: 0.094204
